,Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area,Year
1144,B09I,12.0,6.0,-70.71,-39.92,belle,12/31/2020,72.0,2020.0
1145,B15AB,11.0,4.0,-66.03,51.06,amerw (grounded),12/31/2020,44.0,2020.0
1146,B22A,38.0,24.0,-73.93,-109.36,amune (grounded),12/31/2020,912.0,2020.0
1147,B28,9.0,6.0,-74.67,-108.77,amune (grounded),12/31/2020,54.0,2020.0
1148,B29,11.0,5.0,-74.51,-108.92,amune (grounded),12/31/2020,55.0,2020.0
1149,B37,8.0,3.0,-72.67,-111.57,amune,12/31/2020,24.0,2020.0
1150,B38,6.0,4.0,-77.0,-155.03,rosse (grounded),12/31/2020,24.0,2020.0
1151,B39,8.0,4.0,-65.27,54.6,amerw,12/31/2020,32.0,2020.0
1152,B40,6.0,5.0,-65.59,132.25,wilke (grounded),12/31/2020,30.0,2020.0
1153,B42,12.0,4.0,-72.97,-126.53,amunw (grounded),12/31/2020,48.0,2020.0
1154,B45,7.0,6.0,-74.69,-109.35,amune (grounded),12/31/2020,42.0,2020.0
1155,B46,10.0,4.0,-72.6,-109.02,amune,12/31/2020,40.0,2020.0
1156,B47,12.0,5.0,-73.79,-133.78,amunw (grounded),12/31/2020,60.0,2020.0
1157,B50,15.0,6.0,-73.9,-138.21,amunw,12/31/2020,90.0,2020.0
1158,C15,12.0,8.0,-65.97,143.3,wilke,12/31/2020,96.0,2020.0
1159,C18B,19.0,4.0,-64.42,99.1,wilkw,12/31/2020,76.0,2020.0
1160,C21B,11.0,8.0,-64.99,95.86,wilkw (grounded),12/31/2020,88.0,2020.0
1161,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),12/31/2020,22.0,2020.0
1162,C29,5.0,5.0,-66.14,143.07,wilke,12/31/2020,25.0,2020.0
1163,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),12/31/2020,27.0,2020.0
1164,C31,9.0,3.0,-64.69,96.51,wilkw (grounded),12/31/2020,27.0,2020.0
1165,C33,8.0,4.0,-65.2,128.68,wilke,12/31/2020,32.0,2020.0
1166,C35,7.0,5.0,-68.22,148.18,wilke (grounded),12/31/2020,35.0,2020.0
1167,C36,22.0,15.0,-68.07,147.82,wilke (grounded),12/31/2020,330.0,2020.0
1168,D15A,51.0,24.0,-66.64,81.91,amere (grounded),12/31/2020,1224.0,2020.0
1169,D15B,33.0,12.0,-66.99,81.57,amere (grounded),12/31/2020,396.0,2020.0
1170,D20A,19.0,9.0,-68.65,36.26,amerw (grounded),12/31/2020,171.0,2020.0
1171,D21B,10.0,4.0,-61.57,-34.28,belle,12/31/2020,40.0,2020.0
1172,D23,8.0,6.0,-69.43,74.66,amere (grounded),12/31/2020,48.0,2020.0
1173,D26,19.0,2.0,-69.4,29.32,wedde (grounded),12/31/2020,38.0,2020.0
1174,D27,8.0,5.0,-67.7,78.4,amere,12/31/2020,40.0,2020.0
1175,D28,29.0,19.0,-65.28,54.03,amerw,12/31/2020,551.0,2020.0
1176,A23A,40.0,34.0,-75.78,-40.85,belle,01/08/2021,1360.0,2021.0
1177,A63,11.0,3.0,-71.66,-54.23,belle,01/08/2021,33.0,2021.0
1178,A64,13.0,9.0,-69.58,-60.81,belle (grounded),01/08/2021,117.0,2021.0
1179,A68A,40.0,24.0,-56.51,-36.11,belle,01/08/2021,960.0,2021.0
1180,A68D,11.0,5.0,-55.4,-36.61,belle,01/08/2021,55.0,2021.0
1181,A68E,33.0,8.0,-55.35,-33.86,belle,01/08/2021,264.0,2021.0
1182,A69A,10.0,9.0,-68.2,-60.8,belle,01/08/2021,90.0,2021.0
1183,A70,8.0,5.0,-72.35,-59.64,belle,01/08/2021,40.0,2021.0
1184,A71,8.0,3.0,-72.51,-59.51,belle,01/08/2021,24.0,2021.0
1185,A69B,10.0,7.0,-67.61,-61.18,belle,01/08/2021,70.0,2021.0
1186,B09B,24.0,8.0,-66.26,143.46,wilke,01/08/2021,192.0,2021.0
1187,B09G,11.0,7.0,-67.96,41.68,amerw (grounded),01/08/2021,77.0,2021.0
1188,B09I,12.0,6.0,-70.82,-39.91,belle,01/08/2021,72.0,2021.0
1189,B15AB,11.0,4.0,-66.03,51.06,amerw (grounded),01/08/2021,44.0,2021.0
1190,B22A,38.0,24.0,-73.93,-109.36,amune (grounded),01/08/2021,912.0,2021.0
1191,B28,9.0,6.0,-74.67,-108.77,amune (grounded),01/08/2021,54.0,2021.0
1192,B29,11.0,5.0,-74.51,-108.91,amune (grounded),01/08/2021,55.0,2021.0
1193,B37,8.0,3.0,-72.67,-111.55,amune,01/08/2021,24.0,2021.0
1194,B38,6.0,4.0,-77.0,-155.03,rosse (grounded),01/08/2021,24.0,2021.0
1195,B39,8.0,4.0,-64.99,53.67,amerw,01/08/2021,32.0,2021.0
1196,B40,6.0,5.0,-65.57,132.2,wilke (grounded),01/08/2021,30.0,2021.0
1197,B42,12.0,4.0,-72.88,-126.57,amunw (grounded),01/08/2021,48.0,2021.0
1198,B45,7.0,6.0,-74.69,-109.34,amune (grounded),01/08/2021,42.0,2021.0
1199,B46,10.0,4.0,-72.61,-109.46,amune,01/08/2021,40.0,2021.0
1200,B47,12.0,5.0,-73.8,-133.84,amunw (grounded),01/08/2021,60.0,2021.0
1201,B50,15.0,6.0,-73.69,-137.79,amunw,01/08/2021,90.0,2021.0
1202,C15,12.0,8.0,-65.98,143.3,wilke,01/08/2021,96.0,2021.0
1203,C18B,19.0,4.0,-64.39,98.52,wilkw,01/08/2021,76.0,2021.0
1204,C21B,11.0,8.0,-64.99,95.86,wilkw (grounded),01/08/2021,88.0,2021.0
1205,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),01/08/2021,22.0,2021.0
1206,C29,5.0,5.0,-66.14,143.11,wilke,01/08/2021,25.0,2021.0
1207,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),01/08/2021,27.0,2021.0
1208,C31,9.0,3.0,-64.69,96.51,wilkw (grounded),01/08/2021,27.0,2021.0
1209,C33,8.0,4.0,-65.2,128.74,wilke,01/08/2021,32.0,2021.0
1210,C35,7.0,5.0,-68.16,147.83,wilke,01/08/2021,35.0,2021.0
1211,C36,22.0,15.0,-68.0,147.76,wilke,01/08/2021,330.0,2021.0
1212,D15A,51.0,24.0,-66.65,81.92,amere (grounded),01/08/2021,1224.0,2021.0
1213,D15B,33.0,12.0,-66.99,81.57,amere (grounded),01/08/2021,396.0,2021.0
1214,D20A,19.0,9.0,-68.65,36.26,amerw (grounded),01/08/2021,171.0,2021.0
1215,D21B,10.0,4.0,-61.56,-33.76,belle,01/08/2021,40.0,2021.0
1216,D23,8.0,6.0,-69.43,74.66,amere (grounded),01/08/2021,48.0,2021.0
1217,D26,19.0,2.0,-69.36,29.4,wedde (grounded),01/08/2021,38.0,2021.0
1218,D27,8.0,5.0,-67.58,78.65,amere,01/08/2021,40.0,2021.0
1219,D28,29.0,19.0,-65.35,53.8,amerw,01/08/2021,551.0,2021.0
1220,A23A,40.0,34.0,-75.75,-40.57,belle,1/15/2021,1360.0,2021.0
1221,A63,11.0,3.0,-71.62,-54.81,belle,1/15/2021,33.0,2021.0
1222,A64,13.0,9.0,-69.51,-60.8,belle (grounded),1/15/2021,117.0,2021.0
1223,A68A,40.0,24.0,-56.88,-35.36,belle,1/15/2021,960.0,2021.0
1224,A68D,11.0,5.0,-55.24,-36.36,belle,1/15/2021,55.0,2021.0
1225,A68E,33.0,8.0,-53.74,-35.08,belle,1/15/2021,264.0,2021.0
1226,A69A,10.0,9.0,-68.03,-61.09,belle,1/15/2021,90.0,2021.0
1227,A69B,10.0,7.0,-67.54,-61.16,belle,1/15/2021,70.0,2021.0
1228,A70,8.0,5.0,-72.43,-59.7,belle,1/15/2021,40.0,2021.0
1229,A71,8.0,3.0,-72.59,-59.66,belle,1/15/2021,24.0,2021.0
1230,B09B,24.0,8.0,-66.25,143.39,wilke,1/15/2021,192.0,2021.0
1231,B09G,11.0,7.0,-67.96,41.68,amerw (grounded),1/15/2021,77.0,2021.0
1232,B09I,12.0,6.0,-70.77,-40.1,belle,1/15/2021,72.0,2021.0
1233,B15AB,11.0,4.0,-66.03,51.06,amerw (grounded),1/15/2021,44.0,2021.0
1234,B22A,38.0,24.0,-73.92,-109.37,amune (grounded),1/15/2021,912.0,2021.0
1235,B28,9.0,6.0,-74.67,-108.77,amune (grounded),1/15/2021,54.0,2021.0
1236,B29,11.0,5.0,-74.51,-108.91,amune (grounded),1/15/2021,55.0,2021.0
1237,B37,8.0,3.0,-72.68,-111.63,amune,1/15/2021,24.0,2021.0
1238,B38,6.0,4.0,-77.0,-155.03,rosse (grounded),1/15/2021,24.0,2021.0
1239,B39,8.0,4.0,-65.24,52.99,amerw,1/15/2021,32.0,2021.0
1240,B40,6.0,5.0,-65.57,132.2,wilke (grounded),1/15/2021,30.0,2021.0
1241,B42,12.0,4.0,-72.79,-126.56,amunw (grounded),1/15/2021,48.0,2021.0
1242,B45,7.0,6.0,-74.69,-109.34,amune (grounded),1/15/2021,42.0,2021.0
1243,B46,10.0,4.0,-72.63,-109.93,amune,1/15/2021,40.0,2021.0
1244,B47,12.0,5.0,-73.8,-133.84,amunw (grounded),1/15/2021,60.0,2021.0
1245,B50,15.0,6.0,-73.72,-138.03,amunw,1/15/2021,90.0,2021.0
1246,C15,12.0,8.0,-65.98,143.3,wilke,1/15/2021,96.0,2021.0
1247,C18B,19.0,4.0,-64.54,98.62,wilkw,1/15/2021,76.0,2021.0
1248,C21B,11.0,8.0,-64.99,95.86,wilkw (grounded),1/15/2021,88.0,2021.0
1249,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),1/15/2021,22.0,2021.0
1250,C29,5.0,5.0,-66.14,143.14,wilke,1/15/2021,25.0,2021.0
1251,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),1/15/2021,27.0,2021.0
1252,C31,9.0,3.0,-64.69,96.51,wilkw (grounded),1/15/2021,27.0,2021.0
1253,C33,8.0,4.0,-65.12,128.08,wilke,1/15/2021,32.0,2021.0
1254,C35,7.0,5.0,-68.13,147.71,wilke,1/15/2021,35.0,2021.0
1255,C36,22.0,15.0,-67.95,147.64,wilke,1/15/2021,330.0,2021.0
1256,D15A,51.0,24.0,-66.65,81.92,amere (grounded),1/15/2021,1224.0,2021.0
1257,D15B,33.0,12.0,-66.99,81.57,amere (grounded),1/15/2021,396.0,2021.0
1258,D20A,19.0,9.0,-68.65,36.26,amerw (grounded),1/15/2021,171.0,2021.0
1259,D21B,10.0,4.0,-61.4,-33.46,belle,1/15/2021,40.0,2021.0
1260,D23,8.0,6.0,-69.43,74.66,amere (grounded),1/15/2021,48.0,2021.0
1261,D26,19.0,2.0,-69.36,29.4,wedde (grounded),1/15/2021,38.0,2021.0
1262,D27,8.0,5.0,-67.74,78.46,amere,1/15/2021,40.0,2021.0
1263,D28,29.0,19.0,-65.36,53.77,amerw,1/15/2021,551.0,2021.0
1264,A23A,40.0,34.0,-75.74,-40.03,belle,1/22/2021,1360.0,2021.0
1265,A63,11.0,3.0,-71.59,-54.74,belle,1/22/2021,33.0,2021.0
1266,A64,13.0,9.0,-69.47,-60.76,belle,1/22/2021,117.0,2021.0
1267,A68A,37.0,23.0,-56.65,-34.79,belle,1/22/2021,851.0,2021.0
1268,A68D,11.0,5.0,-55.51,-35.96,belle,1/22/2021,55.0,2021.0
1269,A68E,33.0,8.0,-53.31,-35.28,belle,1/22/2021,264.0,2021.0
1270,A69A,10.0,9.0,-68.02,-61.1,belle,1/22/2021,90.0,2021.0
1271,A69B,10.0,7.0,-67.52,-61.12,belle,1/22/2021,70.0,2021.0
1272,A70,8.0,5.0,-72.44,-59.66,belle,1/22/2021,40.0,2021.0
1273,A71,8.0,3.0,-72.59,-59.56,belle,1/22/2021,24.0,2021.0
1274,B09B,24.0,8.0,-66.25,143.33,wilke,1/22/2021,192.0,2021.0
1275,B09G,11.0,7.0,-67.96,41.68,amerw (grounded),1/22/2021,77.0,2021.0
1276,B09I,12.0,6.0,-70.72,-40.74,belle,1/22/2021,72.0,2021.0
1277,B15AB,11.0,4.0,-66.03,51.06,amerw (grounded),1/22/2021,44.0,2021.0
1278,B22A,38.0,24.0,-73.92,-109.37,amune (grounded),1/22/2021,912.0,2021.0
1279,B28,9.0,6.0,-74.67,-108.77,amune (grounded),1/22/2021,54.0,2021.0
1280,B29,11.0,5.0,-74.51,-108.91,amune (grounded),1/22/2021,55.0,2021.0
1281,B37,8.0,3.0,-72.67,-111.62,amune,1/22/2021,24.0,2021.0
1282,B38,6.0,4.0,-77.0,-155.03,rosse (grounded),1/22/2021,24.0,2021.0
1283,B39,8.0,4.0,-65.62,52.4,amerw,1/22/2021,32.0,2021.0
1284,B40,6.0,5.0,-65.59,132.21,wilke (grounded),1/22/2021,30.0,2021.0
1285,B42,12.0,4.0,-72.79,-126.6,amunw (grounded),1/22/2021,48.0,2021.0
1286,B45,7.0,6.0,-74.69,-109.34,amune (grounded),1/22/2021,42.0,2021.0
1287,B46,10.0,4.0,-72.56,-110.32,amune,1/22/2021,40.0,2021.0
1288,B47,12.0,5.0,-73.8,-133.84,amunw (grounded),1/22/2021,60.0,2021.0
1289,B50,15.0,6.0,-73.67,-138.19,amunw,1/22/2021,90.0,2021.0
1290,C15,12.0,8.0,-65.98,143.3,wilke,1/22/2021,96.0,2021.0
1291,C18B,19.0,4.0,-64.56,98.49,wilkw,1/22/2021,76.0,2021.0
1292,C21B,11.0,8.0,-64.99,95.86,wilkw (grounded),1/22/2021,88.0,2021.0
1293,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),1/22/2021,22.0,2021.0
1294,C29,5.0,5.0,-66.14,143.06,wilke,1/22/2021,25.0,2021.0
1295,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),1/22/2021,27.0,2021.0
1296,C31,9.0,3.0,-64.69,96.51,wilkw (grounded),1/22/2021,27.0,2021.0
1297,C33,8.0,4.0,-65.16,128.19,wilke,1/22/2021,32.0,2021.0
1298,C35,7.0,5.0,-68.05,147.86,wilke,1/22/2021,35.0,2021.0
1299,C36,22.0,15.0,-67.91,147.54,wilke,1/22/2021,330.0,2021.0
1300,D15A,51.0,24.0,-66.65,81.92,amere (grounded),1/22/2021,1224.0,2021.0
1301,D15B,33.0,12.0,-66.99,81.57,amere (grounded),1/22/2021,396.0,2021.0
1302,D20A,19.0,9.0,-68.65,36.26,amerw (grounded),1/22/2021,171.0,2021.0
1303,D21B,10.0,4.0,-61.13,-33.52,belle,1/22/2021,40.0,2021.0
1304,D23,8.0,6.0,-69.43,74.66,amere (grounded),1/22/2021,48.0,2021.0
1305,D26,19.0,2.0,-69.36,29.4,wedde (grounded),1/22/2021,38.0,2021.0
1306,D27,8.0,5.0,-67.71,78.39,amere,1/22/2021,40.0,2021.0
1307,D28,29.0,19.0,-65.34,53.4,amerw,1/22/2021,551.0,2021.0
1308,A23A,40.0,34.0,-75.73,-39.67,belle,1/29/2021,1360.0,2021.0
1309,A63,11.0,3.0,-71.62,-54.72,belle,1/29/2021,33.0,2021.0
1310,A64,13.0,9.0,-69.36,-60.69,belle,1/29/2021,117.0,2021.0
1311,A68A,36.0,13.0,-56.39,-35.9,belle,1/29/2021,468.0,2021.0
1312,A68D,7.0,2.0,-55.24,-34.93,belle,1/29/2021,14.0,2021.0
1313,A68E,33.0,8.0,-52.9,-35.79,belle,1/29/2021,264.0,2021.0
1314,A68G,29.0,10.0,-56.58,-35.71,belle,1/29/2021,290.0,2021.0
1315,A68H,11.0,5.0,-56.21,-35.54,belle,1/29/2021,55.0,2021.0
1316,A68I,19.0,3.0,-56.28,-35.5,belle,1/29/2021,57.0,2021.0
1317,A69A,10.0,9.0,-67.95,-61.08,belle,1/29/2021,90.0,2021.0
1318,A69B,10.0,7.0,-67.5,-61.09,belle,1/29/2021,70.0,2021.0
1319,A70,8.0,5.0,-72.45,-59.49,belle,1/29/2021,40.0,2021.0
1320,A71,8.0,3.0,-72.59,-59.48,belle,1/29/2021,24.0,2021.0
1321,A72,11.0,4.0,-69.56,-60.8,belle,1/29/2021,44.0,2021.0
1322,A73,9.0,5.0,-69.69,-60.51,belle,1/29/2021,45.0,2021.0
1323,B09B,24.0,8.0,-66.27,143.37,wilke,1/29/2021,192.0,2021.0
1324,B09G,11.0,7.0,-67.97,41.7,amerw (grounded),1/29/2021,77.0,2021.0
1325,B09I,12.0,6.0,-70.66,-41.36,belle,1/29/2021,72.0,2021.0
1326,B15AB,11.0,4.0,-66.03,51.06,amerw (grounded),1/29/2021,44.0,2021.0
1327,B22A,38.0,24.0,-73.92,-109.37,amune (grounded),1/29/2021,912.0,2021.0
1328,B28,9.0,6.0,-74.67,-108.77,amune (grounded),1/29/2021,54.0,2021.0
1329,B29,11.0,5.0,-74.51,-108.91,amune (grounded),1/29/2021,55.0,2021.0
1330,B37,8.0,3.0,-72.67,-111.61,amune,1/29/2021,24.0,2021.0
1331,B38,6.0,4.0,-77.0,-155.03,rosse (grounded),1/29/2021,24.0,2021.0
1332,B39,8.0,4.0,-65.68,50.85,amerw,1/29/2021,32.0,2021.0
1333,B40,6.0,5.0,-65.59,132.23,wilke (grounded),1/29/2021,30.0,2021.0
1334,B42,12.0,4.0,-72.8,-126.51,amunw (grounded),1/29/2021,48.0,2021.0
1335,B45,7.0,6.0,-74.69,-109.34,amune (grounded),1/29/2021,42.0,2021.0
1336,B46,10.0,4.0,-72.64,-110.41,amune,1/29/2021,40.0,2021.0
1337,B47,12.0,5.0,-73.8,-133.84,amunw (grounded),1/29/2021,60.0,2021.0
1338,B50,15.0,6.0,-73.8,-139.64,amunw,1/29/2021,90.0,2021.0
1339,C15,12.0,8.0,-65.98,143.3,wilke,1/29/2021,96.0,2021.0
1340,C18B,19.0,4.0,-64.47,98.34,wilkw,1/29/2021,76.0,2021.0
1341,C21B,11.0,8.0,-64.99,95.86,wilkw (grounded),1/29/2021,88.0,2021.0
1342,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),1/29/2021,22.0,2021.0
1343,C29,5.0,5.0,-66.15,143.11,wilke,1/29/2021,25.0,2021.0
1344,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),1/29/2021,27.0,2021.0
1345,C31,9.0,3.0,-64.69,96.51,wilkw (grounded),1/29/2021,27.0,2021.0
1346,C33,8.0,4.0,-65.18,127.56,wilke,1/29/2021,32.0,2021.0
1347,C35,7.0,5.0,-68.1,147.72,wilke,1/29/2021,35.0,2021.0
1348,C36,22.0,15.0,-67.92,147.54,wilke,1/29/2021,330.0,2021.0
1349,D15A,51.0,24.0,-66.65,81.92,amere (grounded),1/29/2021,1224.0,2021.0
1350,D15B,33.0,12.0,-66.99,81.57,amere (grounded),1/29/2021,396.0,2021.0
1351,D20A,19.0,9.0,-68.65,36.26,amerw (grounded),1/29/2021,171.0,2021.0
1352,D21B,10.0,4.0,-60.8,-33.42,belle,1/29/2021,40.0,2021.0
1353,D23,8.0,6.0,-69.43,74.66,amere (grounded),1/29/2021,48.0,2021.0
1354,D26,19.0,2.0,-69.36,29.4,wedde (grounded),1/29/2021,38.0,2021.0
1355,D27,8.0,5.0,-67.7,78.32,amere,1/29/2021,40.0,2021.0
1356,D28,29.0,19.0,-65.52,52.19,amerw,1/29/2021,551.0,2021.0
1357,A23A,40.0,34.0,-75.72,-39.71,belle,02/05/2021,1360.0,2021.0
1358,A63,11.0,3.0,-71.67,-54.9,belle,02/05/2021,33.0,2021.0
1359,A64,13.0,9.0,-69.33,-60.69,belle,02/05/2021,117.0,2021.0
1360,A68A,36.0,10.0,-57.27,-34.47,belle,02/05/2021,360.0,2021.0
1361,A68E,26.0,7.0,-52.26,-37.64,belle,02/05/2021,182.0,2021.0
1362,A68G,29.0,4.0,-56.76,-35.32,belle,02/05/2021,116.0,2021.0
1363,A68H,11.0,5.0,-56.03,-35.74,belle,02/05/2021,55.0,2021.0
1364,A68I,19.0,3.0,-55.83,-35.27,belle,02/05/2021,57.0,2021.0
1365,A68J,20.0,5.0,-57.47,-34.47,belle,02/05/2021,100.0,2021.0
1366,A68K,10.0,2.0,-56.99,-35.18,belle,02/05/2021,20.0,2021.0
1367,A68L,13.0,2.0,-57.08,-34.34,belle,02/05/2021,26.0,2021.0
1368,A68M,26.0,6.0,-56.77,-35.13,belle,02/05/2021,156.0,2021.0
1369,A69A,10.0,9.0,-67.92,-61.1,belle,02/05/2021,90.0,2021.0
1370,A69B,10.0,7.0,-67.51,-61.12,belle,02/05/2021,70.0,2021.0
1371,A70,8.0,5.0,-72.48,-59.64,belle,02/05/2021,40.0,2021.0
1372,A71,8.0,3.0,-72.62,-59.58,belle,02/05/2021,24.0,2021.0
1373,A72,11.0,4.0,-69.52,-60.79,belle,02/05/2021,44.0,2021.0
1374,A73,9.0,5.0,-69.64,-60.36,belle,02/05/2021,45.0,2021.0
1375,B09B,24.0,8.0,-66.27,143.45,wilke,02/05/2021,192.0,2021.0
1376,B09G,11.0,7.0,-68.01,41.75,amerw (grounded),02/05/2021,77.0,2021.0
1377,B09I,12.0,6.0,-70.6,-41.91,belle,02/05/2021,72.0,2021.0
1378,B15AB,11.0,4.0,-66.03,51.06,amerw (grounded),02/05/2021,44.0,2021.0
1379,B22A,38.0,24.0,-73.92,-109.37,amune (grounded),02/05/2021,912.0,2021.0
1380,B28,9.0,6.0,-74.67,-108.77,amune (grounded),02/05/2021,54.0,2021.0
1381,B29,11.0,5.0,-74.51,-108.91,amune (grounded),02/05/2021,55.0,2021.0
1382,B37,8.0,3.0,-72.67,-111.61,amune,02/05/2021,24.0,2021.0
1383,B38,6.0,4.0,-77.0,-155.03,rosse (grounded),02/05/2021,24.0,2021.0
1384,B39,8.0,4.0,-65.93,50.14,amerw,02/05/2021,32.0,2021.0
1385,B40,6.0,5.0,-65.64,132.18,wilke (grounded),02/05/2021,30.0,2021.0
1386,B42,12.0,4.0,-72.79,-126.59,amunw (grounded),02/05/2021,48.0,2021.0
1387,B45,7.0,6.0,-74.69,-109.34,amune (grounded),02/05/2021,42.0,2021.0
1388,B46,10.0,4.0,-72.63,-110.55,amune,02/05/2021,40.0,2021.0
1389,B47,12.0,5.0,-73.8,-133.84,amunw (grounded),02/05/2021,60.0,2021.0
1390,B50,15.0,6.0,-73.84,-140.51,amunw,02/05/2021,90.0,2021.0
1391,C15,12.0,8.0,-65.98,143.3,wilke,02/05/2021,96.0,2021.0
1392,C18B,19.0,4.0,-64.45,98.1,wilkw,02/05/2021,76.0,2021.0
1393,C21B,11.0,8.0,-64.99,95.86,wilkw (grounded),02/05/2021,88.0,2021.0
1394,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),02/05/2021,22.0,2021.0
1395,C29,5.0,5.0,-66.15,143.19,wilke,02/05/2021,25.0,2021.0
1396,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),02/05/2021,27.0,2021.0
1397,C31,9.0,3.0,-64.69,96.51,wilkw (grounded),02/05/2021,27.0,2021.0
1398,C33,8.0,4.0,-65.31,127.22,wilke,02/05/2021,32.0,2021.0
1399,C35,7.0,5.0,-68.1,147.71,wilke,02/05/2021,35.0,2021.0
1400,C36,22.0,15.0,-67.93,147.52,wilke,02/05/2021,330.0,2021.0
1401,D15A,51.0,24.0,-66.65,81.92,amere (grounded),02/05/2021,1224.0,2021.0
1402,D15B,33.0,12.0,-66.99,81.57,amere (grounded),02/05/2021,396.0,2021.0
1403,D20A,19.0,9.0,-68.65,36.26,amerw (grounded),02/05/2021,171.0,2021.0
1404,D21B,10.0,4.0,-60.69,-32.97,belle,02/05/2021,40.0,2021.0
1405,D23,8.0,6.0,-69.43,74.66,amere (grounded),02/05/2021,48.0,2021.0
1406,D26,19.0,2.0,-69.36,29.4,wedde (grounded),02/05/2021,38.0,2021.0
1407,D27,8.0,5.0,-67.72,78.31,amere,02/05/2021,40.0,2021.0
1408,D28,29.0,19.0,-65.55,51.61,amerw,02/05/2021,551.0,2021.0
1409,A23A,40.0,34.0,-75.7,-39.86,belle,02/12/2021,1360.0,2021.0
1410,A63,11.0,3.0,-71.69,-54.59,belle,02/12/2021,33.0,2021.0
1411,A64,13.0,9.0,-69.33,-60.54,belle,02/12/2021,117.0,2021.0
1412,A68A,30.0,10.0,-56.71,-34.29,belle,02/12/2021,300.0,2021.0
1413,A68E,14.0,4.0,-53.08,-37.97,belle,02/12/2021,56.0,2021.0
1414,A68G,27.0,3.0,-56.23,-36.15,belle,02/12/2021,81.0,2021.0
1415,A68H,11.0,4.0,-55.31,-34.46,belle,02/12/2021,44.0,2021.0
1416,A68I,13.0,2.0,-53.88,-35.49,belle,02/12/2021,26.0,2021.0
1417,A68J,20.0,3.0,-56.3,-33.73,belle,02/12/2021,60.0,2021.0
1418,A68K,10.0,2.0,-56.47,-35.99,belle,02/12/2021,20.0,2021.0
1419,A68L,7.0,2.0,-57.0,-33.55,belle,02/12/2021,14.0,2021.0
1420,A68M,20.0,4.0,-56.44,-36.21,belle,02/12/2021,80.0,2021.0
1421,A68N,15.0,2.0,-56.19,-35.91,belle,02/12/2021,30.0,2021.0
1422,A68O,11.0,2.0,-56.09,-35.76,belle,02/12/2021,22.0,2021.0
1423,A68P,15.0,2.0,-56.26,-33.67,belle,02/12/2021,30.0,2021.0
1424,A69A,10.0,9.0,-67.83,-60.96,belle,02/12/2021,90.0,2021.0
1425,A69B,10.0,7.0,-67.45,-61.03,belle,02/12/2021,70.0,2021.0
1426,A70,8.0,5.0,-72.51,-59.34,belle,02/12/2021,40.0,2021.0
1427,A71,8.0,3.0,-72.61,-59.54,belle,02/12/2021,24.0,2021.0
1428,A72,11.0,4.0,-69.54,-60.59,belle,02/12/2021,44.0,2021.0
1429,A73,9.0,5.0,-69.59,-59.98,belle,02/12/2021,45.0,2021.0
1430,B09B,24.0,8.0,-66.26,143.43,wilke,02/12/2021,192.0,2021.0
1431,B09G,11.0,7.0,-67.97,41.69,amerw (grounded),02/12/2021,77.0,2021.0
1432,B09I,12.0,6.0,-70.44,-42.21,belle,02/12/2021,72.0,2021.0
1433,B15AB,11.0,4.0,-66.03,51.08,amerw (grounded),02/12/2021,44.0,2021.0
1434,B22A,38.0,24.0,-73.92,-109.37,amune (grounded),02/12/2021,912.0,2021.0
1435,B28,9.0,6.0,-74.67,-108.77,amune (grounded),02/12/2021,54.0,2021.0
1436,B29,11.0,5.0,-74.51,-108.91,amune (grounded),02/12/2021,55.0,2021.0
1437,B37,8.0,3.0,-72.64,-111.66,amune,02/12/2021,24.0,2021.0
1438,B38,6.0,4.0,-77.0,-155.03,rosse (grounded),02/12/2021,24.0,2021.0
1439,B39,8.0,4.0,-66.44,48.74,amerw,02/12/2021,32.0,2021.0
1440,B40,6.0,5.0,-65.65,132.18,wilke (grounded),02/12/2021,30.0,2021.0
1441,B42,12.0,4.0,-72.73,-126.2,amunw (grounded),02/12/2021,48.0,2021.0
1442,B45,7.0,6.0,-74.69,-109.34,amune (grounded),02/12/2021,42.0,2021.0
1443,B46,10.0,4.0,-72.6,-111.29,amune,02/12/2021,40.0,2021.0
1444,B47,12.0,5.0,-73.8,-133.84,amunw (grounded),02/12/2021,60.0,2021.0
1445,B50,15.0,6.0,-74.17,-140.17,amunw,02/12/2021,90.0,2021.0
1446,C15,12.0,8.0,-65.98,143.3,wilke,02/12/2021,96.0,2021.0
1447,C18B,19.0,4.0,-64.34,98.0,wilkw,02/12/2021,76.0,2021.0
1448,C21B,11.0,8.0,-64.99,95.86,wilkw (grounded),02/12/2021,88.0,2021.0
1449,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),02/12/2021,22.0,2021.0
1450,C29,5.0,5.0,-66.15,143.18,wilke,02/12/2021,25.0,2021.0
1451,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),02/12/2021,27.0,2021.0
