,Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area,Year
2730,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),09/03/2021,912.0,2021.0
2731,B28,9.0,6.0,-74.65,-108.77,amune (grounded),09/03/2021,54.0,2021.0
2732,B29,11.0,5.0,-74.48,-108.92,amune (grounded),09/03/2021,55.0,2021.0
2733,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),09/03/2021,24.0,2021.0
2734,B39,8.0,4.0,-70.6,-10.7,weddw,09/03/2021,32.0,2021.0
2735,B40,6.0,5.0,-65.63,132.14,wilke (grounded),09/03/2021,30.0,2021.0
2736,B42,12.0,4.0,-74.37,-144.5,amunw,09/03/2021,48.0,2021.0
2737,B45,7.0,6.0,-74.67,-109.32,amune (grounded),09/03/2021,42.0,2021.0
2738,B46,10.0,4.0,-72.06,-124.17,amune,09/03/2021,40.0,2021.0
2739,B47,12.0,5.0,-73.82,-133.7,amunw,09/03/2021,60.0,2021.0
2740,B50,15.0,6.0,-73.66,-164.95,rosse,09/03/2021,90.0,2021.0
2741,C15,12.0,8.0,-65.97,143.27,wilke,09/03/2021,96.0,2021.0
2742,C18B,19.0,4.0,-66.59,89.55,amere (grounded),09/03/2021,76.0,2021.0
2743,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),09/03/2021,88.0,2021.0
2744,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),09/03/2021,22.0,2021.0
2745,C29,5.0,5.0,-66.08,142.83,wilke,09/03/2021,25.0,2021.0
2746,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),09/03/2021,27.0,2021.0
2747,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),09/03/2021,27.0,2021.0
2748,C33,8.0,4.0,-65.43,126.61,wilke (grounded),09/03/2021,32.0,2021.0
2749,C35,7.0,5.0,-67.29,147.95,wilke,09/03/2021,35.0,2021.0
2750,C36,22.0,15.0,-67.94,147.48,wilke (grounded),09/03/2021,330.0,2021.0
2751,D15A,51.0,24.0,-66.64,81.91,amere (grounded),09/03/2021,1224.0,2021.0
2752,D15B,33.0,12.0,-66.99,81.58,amere (grounded),09/03/2021,396.0,2021.0
2753,D20A,19.0,9.0,-68.3,35.88,amerw,09/03/2021,171.0,2021.0
2754,D23,8.0,6.0,-69.43,74.68,amere (grounded),09/03/2021,48.0,2021.0
2755,D26,19.0,2.0,-69.36,29.4,wedde (grounded),09/03/2021,38.0,2021.0
2756,D27,8.0,5.0,-67.23,44.22,amerw,09/03/2021,40.0,2021.0
2757,D28,29.0,19.0,-69.92,-3.95,weddw,09/03/2021,551.0,2021.0
2758,D29A,15.0,9.0,-69.71,-2.52,weddw,09/03/2021,135.0,2021.0
2759,D29B,13.0,7.0,-69.98,3.56,wedde,09/03/2021,91.0,2021.0
2760,D29C,13.0,6.0,-70.17,-5.82,weddw,09/03/2021,78.0,2021.0
2761,D30A,37.0,11.0,-70.83,-11.34,weddw,09/03/2021,407.0,2021.0
2762,D30B,10.0,5.0,-70.04,-6.1,weddw,09/03/2021,50.0,2021.0
2763,A23A,40.0,34.0,-75.43,-40.34,belle,09/10/2021,1360.0,2021.0
2764,A63,11.0,3.0,-64.2,-54.52,belle,09/10/2021,33.0,2021.0
2765,A64,11.0,8.0,-67.5,-60.95,belle,09/10/2021,88.0,2021.0
2766,A69A,10.0,9.0,-67.27,-60.48,belle,09/10/2021,90.0,2021.0
2767,A69B,10.0,7.0,-67.01,-60.06,belle,09/10/2021,70.0,2021.0
2768,A70,8.0,5.0,-67.82,-60.58,belle,09/10/2021,40.0,2021.0
2769,A74,30.0,18.0,-75.84,-29.4,weddw,09/10/2021,540.0,2021.0
2770,A76A,73.0,14.0,-73.91,-59.27,belle,09/10/2021,1022.0,2021.0
2771,A76B,20.0,7.0,-73.96,-60.15,belle,09/10/2021,140.0,2021.0
2772,A76C,16.0,7.0,-72.52,-58.55,belle,09/10/2021,112.0,2021.0
2773,A77,27.0,4.0,-71.89,-17.5,weddw,09/10/2021,108.0,2021.0
2774,A78,18.0,4.0,-70.25,-4.39,weddw,09/10/2021,72.0,2021.0
2775,B09B,24.0,8.0,-66.27,143.4,wilke,09/10/2021,192.0,2021.0
2776,B09G,11.0,7.0,-68.19,41.82,amerw,09/10/2021,77.0,2021.0
2777,B09I,12.0,6.0,-62.46,-39.18,belle,09/10/2021,72.0,2021.0
2778,B15AB,11.0,4.0,-65.88,50.81,amerw,09/10/2021,44.0,2021.0
2779,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),09/10/2021,912.0,2021.0
2780,B28,9.0,6.0,-74.65,-108.77,amune (grounded),09/10/2021,54.0,2021.0
2781,B29,11.0,5.0,-74.48,-108.92,amune (grounded),09/10/2021,55.0,2021.0
2782,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),09/10/2021,24.0,2021.0
2783,B39,8.0,4.0,-71.1,-13.61,weddw,09/10/2021,32.0,2021.0
2784,B40,6.0,5.0,-65.63,132.14,wilke (grounded),09/10/2021,30.0,2021.0
2785,B42,12.0,4.0,-74.07,-144.77,amunw,09/10/2021,48.0,2021.0
2786,B45,7.0,6.0,-74.67,-109.32,amune (grounded),09/10/2021,42.0,2021.0
2787,B46,10.0,4.0,-71.9,-125.78,amune,09/10/2021,40.0,2021.0
2788,B47,12.0,5.0,-73.84,-134.12,amunw,09/10/2021,60.0,2021.0
2789,B50,15.0,6.0,-73.31,-164.67,rosse,09/10/2021,90.0,2021.0
2790,C15,12.0,8.0,-65.97,143.27,wilke,09/10/2021,96.0,2021.0
2791,C18B,19.0,4.0,-66.59,89.55,amere (grounded),09/10/2021,76.0,2021.0
2792,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),09/10/2021,88.0,2021.0
2793,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),09/10/2021,22.0,2021.0
2794,C29,5.0,5.0,-66.08,142.83,wilke,09/10/2021,25.0,2021.0
2795,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),09/10/2021,27.0,2021.0
2796,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),09/10/2021,27.0,2021.0
2797,C33,8.0,4.0,-65.43,126.61,wilke (grounded),09/10/2021,32.0,2021.0
2798,C35,7.0,5.0,-67.29,147.94,wilke,09/10/2021,35.0,2021.0
2799,C36,22.0,15.0,-67.94,147.48,wilke (grounded),09/10/2021,330.0,2021.0
2800,D15A,51.0,24.0,-66.64,81.91,amere (grounded),09/10/2021,1224.0,2021.0
2801,D15B,33.0,12.0,-66.99,81.58,amere (grounded),09/10/2021,396.0,2021.0
2802,D20A,19.0,9.0,-68.3,35.88,amerw,09/10/2021,171.0,2021.0
2803,D23,8.0,6.0,-69.43,74.68,amere (grounded),09/10/2021,48.0,2021.0
2804,D26,19.0,2.0,-69.36,29.4,wedde (grounded),09/10/2021,38.0,2021.0
2805,D27,8.0,5.0,-67.38,43.69,amerw,09/10/2021,40.0,2021.0
2806,D28,29.0,19.0,-70.0,-6.09,weddw,09/10/2021,551.0,2021.0
2807,D29A,15.0,9.0,-69.83,-4.94,weddw,09/10/2021,135.0,2021.0
2808,D29B,13.0,7.0,-69.84,1.96,wedde,09/10/2021,91.0,2021.0
2809,D29C,13.0,6.0,-70.26,-6.62,weddw,09/10/2021,78.0,2021.0
2810,D30A,37.0,11.0,-70.97,-13.21,weddw,09/10/2021,407.0,2021.0
2811,D30B,10.0,5.0,-70.35,-7.12,weddw,09/10/2021,50.0,2021.0
2812,A23A,40.0,34.0,-75.48,-40.62,belle,9/17/2021,1360.0,2021.0
2813,A63,11.0,3.0,-64.2,-54.52,belle,9/17/2021,33.0,2021.0
2814,A64,11.0,8.0,-67.43,-60.9,belle,9/17/2021,88.0,2021.0
2815,A69A,10.0,9.0,-67.19,-60.41,belle,9/17/2021,90.0,2021.0
2816,A69B,10.0,7.0,-66.98,-59.96,belle,9/17/2021,70.0,2021.0
2817,A70,8.0,5.0,-67.7,-60.57,belle,9/17/2021,40.0,2021.0
2818,A74,30.0,18.0,-76.15,-30.3,belle,9/17/2021,540.0,2021.0
2819,A76A,73.0,14.0,-73.57,-59.34,belle,9/17/2021,1022.0,2021.0
2820,A76B,20.0,7.0,-73.95,-60.25,belle,9/17/2021,140.0,2021.0
2821,A76C,16.0,7.0,-72.03,-59.3,belle,9/17/2021,112.0,2021.0
2822,A77,27.0,4.0,-72.65,-19.87,weddw,9/17/2021,108.0,2021.0
2823,A78,18.0,4.0,-70.25,-4.4,weddw,9/17/2021,72.0,2021.0
2824,B09B,24.0,8.0,-66.27,143.4,wilke,9/17/2021,192.0,2021.0
2825,B09G,11.0,7.0,-68.19,41.82,amerw,9/17/2021,77.0,2021.0
2826,B09I,12.0,6.0,-62.01,-37.9,belle,9/17/2021,72.0,2021.0
2827,B15AB,11.0,4.0,-65.73,51.22,amerw,9/17/2021,44.0,2021.0
2828,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),9/17/2021,912.0,2021.0
2829,B28,9.0,6.0,-74.65,-108.77,amune (grounded),9/17/2021,54.0,2021.0
2830,B29,11.0,5.0,-74.48,-108.92,amune (grounded),9/17/2021,55.0,2021.0
2831,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),9/17/2021,24.0,2021.0
2832,B39,8.0,4.0,-71.73,-14.99,weddw,9/17/2021,32.0,2021.0
2833,B40,6.0,5.0,-65.63,132.13,wilke (grounded),9/17/2021,30.0,2021.0
2834,B42,12.0,4.0,-74.21,-146.09,amunw,9/17/2021,48.0,2021.0
2835,B45,7.0,6.0,-74.67,-109.32,amune (grounded),9/17/2021,42.0,2021.0
2836,B46,10.0,4.0,-71.92,-126.04,amune,9/17/2021,40.0,2021.0
2837,B47,12.0,5.0,-73.85,-134.07,amunw,9/17/2021,60.0,2021.0
2838,B50,15.0,6.0,-72.65,-165.22,rosse,9/17/2021,90.0,2021.0
2839,C15,12.0,8.0,-65.97,143.27,wilke,9/17/2021,96.0,2021.0
2840,C18B,19.0,4.0,-66.59,89.55,amere (grounded),9/17/2021,76.0,2021.0
2841,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),9/17/2021,88.0,2021.0
2842,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),9/17/2021,22.0,2021.0
2843,C29,5.0,5.0,-66.08,142.83,wilke,9/17/2021,25.0,2021.0
2844,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),9/17/2021,27.0,2021.0
2845,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),9/17/2021,27.0,2021.0
2846,C33,8.0,4.0,-65.43,126.61,wilke (grounded),9/17/2021,32.0,2021.0
2847,C35,7.0,5.0,-67.29,147.94,wilke,9/17/2021,35.0,2021.0
2848,C36,22.0,15.0,-67.94,147.48,wilke (grounded),9/17/2021,330.0,2021.0
2849,D15A,51.0,24.0,-66.64,81.91,amere (grounded),9/17/2021,1224.0,2021.0
2850,D15B,33.0,12.0,-66.99,81.58,amere (grounded),9/17/2021,396.0,2021.0
2851,D20A,19.0,9.0,-68.25,35.86,amerw,9/17/2021,171.0,2021.0
2852,D23,8.0,6.0,-69.43,74.68,amere (grounded),9/17/2021,48.0,2021.0
2853,D26,19.0,2.0,-69.36,29.4,wedde (grounded),9/17/2021,38.0,2021.0
2854,D27,8.0,5.0,-67.43,43.08,amerw,9/17/2021,40.0,2021.0
2855,D28,29.0,19.0,-70.19,-7.51,weddw,9/17/2021,551.0,2021.0
2856,D29A,15.0,9.0,-69.9,-6.62,weddw,9/17/2021,135.0,2021.0
2857,D29B,13.0,7.0,-69.67,0.84,wedde,9/17/2021,91.0,2021.0
2858,D29C,13.0,6.0,-70.35,-7.01,weddw,9/17/2021,78.0,2021.0
2859,D30A,37.0,11.0,-71.49,-14.88,weddw,9/17/2021,407.0,2021.0
2860,D30B,10.0,5.0,-70.49,-7.76,weddw,9/17/2021,50.0,2021.0
2861,D30B,10.0,5.0,-70.49,-7.76,weddw,9/17/2021,50.0,2021.0
2862,A23A,40.0,34.0,-75.49,-40.68,belle,9/24/2021,1360.0,2021.0
2863,A63,7.0,3.0,-64.2,-54.45,belle,9/24/2021,21.0,2021.0
2864,A64,11.0,8.0,-67.43,-60.92,belle,9/24/2021,88.0,2021.0
2865,A69A,10.0,9.0,-67.2,-60.45,belle,9/24/2021,90.0,2021.0
2866,A69B,10.0,7.0,-66.97,-60.01,belle,9/24/2021,70.0,2021.0
2867,A70,8.0,5.0,-67.72,-60.56,belle,9/24/2021,40.0,2021.0
2868,A74,30.0,18.0,-76.38,-31.65,belle,9/24/2021,540.0,2021.0
2869,A76A,73.0,14.0,-73.49,-59.43,belle,9/24/2021,1022.0,2021.0
2870,A76B,20.0,7.0,-73.97,-60.29,belle,9/24/2021,140.0,2021.0
2871,A76C,16.0,7.0,-71.95,-59.16,belle,9/24/2021,112.0,2021.0
2872,A77,27.0,4.0,-73.12,-22.22,weddw,9/24/2021,108.0,2021.0
2873,A78,18.0,4.0,-70.24,-4.36,weddw,9/24/2021,72.0,2021.0
2874,B09B,24.0,8.0,-66.27,143.4,wilke,9/24/2021,192.0,2021.0
2875,B09G,11.0,7.0,-68.19,41.82,amerw,9/24/2021,77.0,2021.0
2876,B09I,12.0,6.0,-61.4,-36.96,belle,9/24/2021,72.0,2021.0
2877,B15AB,11.0,4.0,-65.74,51.04,amerw,9/24/2021,44.0,2021.0
2878,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),9/24/2021,912.0,2021.0
2879,B28,9.0,6.0,-74.65,-108.77,amune (grounded),9/24/2021,54.0,2021.0
2880,B29,11.0,5.0,-74.48,-108.92,amune (grounded),9/24/2021,55.0,2021.0
2881,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),9/24/2021,24.0,2021.0
2882,B39,8.0,4.0,-72.28,-17.43,weddw,9/24/2021,32.0,2021.0
2883,B40,6.0,5.0,-65.63,132.13,wilke (grounded),9/24/2021,30.0,2021.0
2884,B42,12.0,4.0,-74.33,-147.14,amunw,9/24/2021,48.0,2021.0
2885,B45,7.0,6.0,-74.67,-109.32,amune (grounded),9/24/2021,42.0,2021.0
2886,B46,10.0,4.0,-71.98,-127.77,amune,9/24/2021,40.0,2021.0
2887,B47,12.0,5.0,-73.86,-134.06,amunw,9/24/2021,60.0,2021.0
2888,B50,15.0,6.0,-72.49,-165.18,rosse,9/24/2021,90.0,2021.0
2889,C15,12.0,8.0,-65.97,143.27,wilke,9/24/2021,96.0,2021.0
2890,C18B,19.0,4.0,-66.59,89.55,amere (grounded),9/24/2021,76.0,2021.0
2891,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),9/24/2021,88.0,2021.0
2892,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),9/24/2021,22.0,2021.0
2893,C29,5.0,5.0,-66.08,142.83,wilke,9/24/2021,25.0,2021.0
2894,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),9/24/2021,27.0,2021.0
2895,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),9/24/2021,27.0,2021.0
2896,C33,8.0,4.0,-65.43,126.61,wilke (grounded),9/24/2021,32.0,2021.0
2897,C35,7.0,5.0,-67.32,147.75,wilke,9/24/2021,35.0,2021.0
2898,C36,22.0,15.0,-67.94,147.48,wilke (grounded),9/24/2021,330.0,2021.0
2899,D15A,51.0,24.0,-66.64,81.91,amere (grounded),9/24/2021,1224.0,2021.0
2900,D15B,33.0,12.0,-66.99,81.58,amere (grounded),9/24/2021,396.0,2021.0
2901,D20A,19.0,9.0,-68.22,35.35,amerw,9/24/2021,171.0,2021.0
2902,D23,8.0,6.0,-69.43,74.68,amere (grounded),9/24/2021,48.0,2021.0
2903,D26,19.0,2.0,-69.36,29.4,wedde (grounded),9/24/2021,38.0,2021.0
2904,D27,8.0,5.0,-67.49,42.7,amerw,9/24/2021,40.0,2021.0
2905,D28,29.0,19.0,-70.43,-9.61,weddw,9/24/2021,551.0,2021.0
2906,D29A,15.0,9.0,-70.12,-9.56,weddw,9/24/2021,135.0,2021.0
2907,D29B,13.0,7.0,-69.57,-1.7,weddw,9/24/2021,91.0,2021.0
2908,D29C,13.0,6.0,-70.27,-8.49,weddw,9/24/2021,78.0,2021.0
2909,D30A,37.0,11.0,-71.84,-16.89,weddw,9/24/2021,407.0,2021.0
2910,D30B,10.0,5.0,-70.42,-8.58,weddw,9/24/2021,50.0,2021.0
2911,A23A,40.0,34.0,-75.51,-40.8,belle,10/01/2021,1360.0,2021.0
2912,A63,7.0,3.0,-64.08,-54.32,belle,10/01/2021,21.0,2021.0
2913,A64,11.0,8.0,-67.42,-60.89,belle,10/01/2021,88.0,2021.0
2914,A69A,10.0,9.0,-67.17,-60.42,belle,10/01/2021,90.0,2021.0
2915,A69B,10.0,7.0,-66.97,-59.91,belle,10/01/2021,70.0,2021.0
2916,A70,8.0,5.0,-67.64,-60.56,belle,10/01/2021,40.0,2021.0
2917,A74,30.0,18.0,-76.52,-32.26,belle,10/01/2021,540.0,2021.0
2918,A76A,73.0,14.0,-73.25,-59.42,belle,10/01/2021,1022.0,2021.0
2919,A76B,20.0,7.0,-73.95,-60.21,belle,10/01/2021,140.0,2021.0
2920,A76C,16.0,7.0,-71.72,-59.29,belle,10/01/2021,112.0,2021.0
2921,A77,27.0,4.0,-73.44,-23.45,weddw,10/01/2021,108.0,2021.0
2922,A78,18.0,4.0,-70.24,-4.28,weddw,10/01/2021,72.0,2021.0
2923,B09B,24.0,8.0,-66.27,143.4,wilke,10/01/2021,192.0,2021.0
2924,B09G,11.0,7.0,-68.19,41.82,amerw,10/01/2021,77.0,2021.0
2925,B09I,12.0,6.0,-61.04,-35.78,belle,10/01/2021,72.0,2021.0
2926,B15AB,11.0,4.0,-66.02,50.73,amerw,10/01/2021,44.0,2021.0
2927,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),10/01/2021,912.0,2021.0
2928,B28,9.0,6.0,-74.65,-108.77,amune (grounded),10/01/2021,54.0,2021.0
2929,B29,11.0,5.0,-74.48,-108.92,amune (grounded),10/01/2021,55.0,2021.0
2930,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),10/01/2021,24.0,2021.0
2931,B39,8.0,4.0,-72.67,-19.46,weddw,10/01/2021,32.0,2021.0
2932,B40,6.0,5.0,-65.63,132.13,wilke (grounded),10/01/2021,30.0,2021.0
2933,B42,12.0,4.0,-74.39,-148.0,amunw,10/01/2021,48.0,2021.0
2934,B45,7.0,6.0,-74.67,-109.32,amune (grounded),10/01/2021,42.0,2021.0
2935,B46,10.0,4.0,-72.03,-129.13,amune,10/01/2021,40.0,2021.0
2936,B47,12.0,5.0,-73.86,-134.06,amunw,10/01/2021,60.0,2021.0
2937,B50,15.0,6.0,-72.19,-165.76,rosse,10/01/2021,90.0,2021.0
2938,C15,12.0,8.0,-65.97,143.27,wilke,10/01/2021,96.0,2021.0
2939,C18B,19.0,4.0,-66.59,89.55,amere (grounded),10/01/2021,76.0,2021.0
2940,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),10/01/2021,88.0,2021.0
2941,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),10/01/2021,22.0,2021.0
2942,C29,5.0,5.0,-66.08,142.83,wilke,10/01/2021,25.0,2021.0
2943,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),10/01/2021,27.0,2021.0
2944,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),10/01/2021,27.0,2021.0
2945,C33,8.0,4.0,-65.42,126.6,wilke (grounded),10/01/2021,32.0,2021.0
2946,C35,7.0,5.0,-67.29,148.0,wilke,10/01/2021,35.0,2021.0
2947,C36,22.0,15.0,-67.94,147.48,wilke (grounded),10/01/2021,330.0,2021.0
2948,D15A,51.0,24.0,-66.64,81.91,amere (grounded),10/01/2021,1224.0,2021.0
2949,D15B,33.0,12.0,-66.99,81.58,amere (grounded),10/01/2021,396.0,2021.0
2950,D20A,19.0,9.0,-68.16,34.11,amerw,10/01/2021,171.0,2021.0
2951,D23,8.0,6.0,-69.43,74.68,amere (grounded),10/01/2021,48.0,2021.0
2952,D26,19.0,2.0,-69.36,29.4,wedde (grounded),10/01/2021,38.0,2021.0
2953,D27,8.0,5.0,-67.89,40.96,amerw,10/01/2021,40.0,2021.0
2954,D28,29.0,19.0,-70.61,-10.99,weddw,10/01/2021,551.0,2021.0
2955,D29A,15.0,9.0,-70.47,-11.77,weddw,10/01/2021,135.0,2021.0
2956,D29B,13.0,7.0,-70.0,-3.09,weddw,10/01/2021,91.0,2021.0
2957,D29C,13.0,6.0,-70.5,-10.23,weddw,10/01/2021,78.0,2021.0
2958,D30A,37.0,11.0,-72.34,-18.24,weddw,10/01/2021,407.0,2021.0
2959,D30B,10.0,5.0,-70.58,-9.27,weddw,10/01/2021,50.0,2021.0
2960,A23A,40.0,34.0,-75.51,-40.8,belle,10/08/2021,1360.0,2021.0
2961,A63,7.0,3.0,-63.94,-53.54,belle,10/08/2021,21.0,2021.0
2962,A64,11.0,8.0,-67.42,-60.89,belle,10/08/2021,88.0,2021.0
2963,A69A,10.0,9.0,-67.17,-60.38,belle,10/08/2021,90.0,2021.0
2964,A69B,10.0,7.0,-66.97,-59.84,belle,10/08/2021,70.0,2021.0
2965,A70,8.0,5.0,-67.62,-60.51,belle,10/08/2021,40.0,2021.0
2966,A74,30.0,18.0,-76.39,-32.09,belle,10/08/2021,540.0,2021.0
2967,A76A,73.0,14.0,-73.21,-59.4,belle,10/08/2021,1022.0,2021.0
2968,A76B,20.0,7.0,-73.98,-60.13,belle,10/08/2021,140.0,2021.0
2969,A76C,16.0,7.0,-71.62,-59.22,belle,10/08/2021,112.0,2021.0
2970,A77,27.0,4.0,-73.34,-24.64,weddw,10/08/2021,108.0,2021.0
2971,A78,18.0,4.0,-70.25,-4.19,weddw,10/08/2021,72.0,2021.0
2972,B09B,24.0,8.0,-66.27,143.4,wilke,10/08/2021,192.0,2021.0
2973,B09G,11.0,7.0,-68.19,41.82,amerw,10/08/2021,77.0,2021.0
2974,B09I,12.0,6.0,-60.69,-34.95,belle,10/08/2021,72.0,2021.0
2975,B15AB,11.0,4.0,-65.97,50.85,amerw,10/08/2021,44.0,2021.0
2976,B22A,38.0,24.0,-73.89,-109.41,amune (grounded),10/08/2021,912.0,2021.0
2977,B28,9.0,6.0,-74.65,-108.77,amune (grounded),10/08/2021,54.0,2021.0
2978,B29,11.0,5.0,-74.48,-108.92,amune (grounded),10/08/2021,55.0,2021.0
2979,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),10/08/2021,24.0,2021.0
2980,B39,8.0,4.0,-72.96,-21.07,weddw,10/08/2021,32.0,2021.0
2981,B40,6.0,5.0,-65.63,132.13,wilke (grounded),10/08/2021,30.0,2021.0
2982,B42,12.0,4.0,-73.77,-148.95,amunw,10/08/2021,48.0,2021.0
2983,B45,7.0,6.0,-74.67,-109.32,amune (grounded),10/08/2021,42.0,2021.0
2984,B46,10.0,4.0,-72.52,-130.7,amune,10/08/2021,40.0,2021.0
2985,B47,12.0,5.0,-73.86,-134.06,amunw,10/08/2021,60.0,2021.0
2986,B50,15.0,6.0,-71.57,-166.05,rosse,10/08/2021,90.0,2021.0
2987,C15,12.0,8.0,-65.97,143.27,wilke,10/08/2021,96.0,2021.0
2988,C18B,19.0,4.0,-66.59,89.55,amere (grounded),10/08/2021,76.0,2021.0
2989,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),10/08/2021,88.0,2021.0
2990,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),10/08/2021,22.0,2021.0
2991,C29,5.0,5.0,-66.08,142.83,wilke,10/08/2021,25.0,2021.0
2992,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),10/08/2021,27.0,2021.0
2993,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),10/08/2021,27.0,2021.0
2994,C33,8.0,4.0,-65.42,126.6,wilke (grounded),10/08/2021,32.0,2021.0
2995,C35,7.0,5.0,-67.25,147.93,wilke,10/08/2021,35.0,2021.0
2996,C36,22.0,15.0,-67.94,147.48,wilke (grounded),10/08/2021,330.0,2021.0
2997,D15A,51.0,24.0,-66.64,81.91,amere (grounded),10/08/2021,1224.0,2021.0
2998,D15B,33.0,12.0,-66.99,81.58,amere (grounded),10/08/2021,396.0,2021.0
2999,D20A,19.0,9.0,-68.18,33.14,amerw,10/08/2021,171.0,2021.0
3000,D23,8.0,6.0,-69.43,74.68,amere (grounded),10/08/2021,48.0,2021.0
3001,D26,19.0,2.0,-69.4,29.32,wedde (grounded),10/08/2021,38.0,2021.0
3002,D27,8.0,5.0,-68.11,39.96,amerw,10/08/2021,40.0,2021.0
3003,D28,29.0,19.0,-70.86,-12.15,weddw,10/08/2021,551.0,2021.0
3004,D29A,15.0,9.0,-70.9,-13.55,weddw,10/08/2021,135.0,2021.0
3005,D29B,13.0,7.0,-70.09,-4.72,weddw,10/08/2021,91.0,2021.0
3006,D29C,13.0,6.0,-70.68,-11.65,weddw,10/08/2021,78.0,2021.0
3007,D30A,37.0,11.0,-72.51,-19.85,weddw,10/08/2021,407.0,2021.0
3008,D30B,10.0,5.0,-70.68,-9.54,weddw,10/08/2021,50.0,2021.0
3009,A23A,40.0,34.0,-75.67,-41.24,belle,10/15/2021,1360.0,2021.0
3010,A63,7.0,3.0,-63.91,-52.58,belle,10/15/2021,21.0,2021.0
3011,A64,11.0,8.0,-67.4,-60.89,belle,10/15/2021,88.0,2021.0
3012,A69A,10.0,9.0,-67.17,-60.41,belle,10/15/2021,90.0,2021.0
3013,A69B,10.0,7.0,-66.95,-59.87,belle,10/15/2021,70.0,2021.0
3014,A70,8.0,5.0,-67.59,-60.53,belle,10/15/2021,40.0,2021.0
3015,A74,30.0,18.0,-76.76,-33.36,belle,10/15/2021,540.0,2021.0
3016,A76A,73.0,14.0,-73.02,-59.4,belle,10/15/2021,1022.0,2021.0
3017,A76B,20.0,7.0,-73.81,-59.8,belle,10/15/2021,140.0,2021.0
3018,A76C,16.0,7.0,-71.14,-59.61,belle,10/15/2021,112.0,2021.0
3019,A77,27.0,4.0,-73.59,-25.19,weddw,10/15/2021,108.0,2021.0
3020,A78,18.0,4.0,-70.23,-4.06,weddw,10/15/2021,72.0,2021.0
3021,B09B,24.0,8.0,-66.27,143.4,wilke,10/15/2021,192.0,2021.0
3022,B09G,11.0,7.0,-68.19,41.82,amerw,10/15/2021,77.0,2021.0
3023,B09I,12.0,6.0,-60.72,-34.89,belle,10/15/2021,72.0,2021.0
3024,B15AB,11.0,4.0,-65.86,50.94,amerw,10/15/2021,44.0,2021.0
3025,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),10/15/2021,912.0,2021.0
3026,B28,9.0,6.0,-74.65,-108.77,amune (grounded),10/15/2021,54.0,2021.0
3027,B29,11.0,5.0,-74.48,-108.92,amune (grounded),10/15/2021,55.0,2021.0
3028,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),10/15/2021,24.0,2021.0
3029,B39,8.0,4.0,-73.27,-21.58,weddw,10/15/2021,32.0,2021.0
3030,B40,6.0,5.0,-65.63,132.13,wilke (grounded),10/15/2021,30.0,2021.0
3031,B42,12.0,4.0,-73.63,-148.56,amunw,10/15/2021,48.0,2021.0
3032,B45,7.0,6.0,-74.67,-109.32,amune (grounded),10/15/2021,42.0,2021.0
3033,B46,10.0,4.0,-72.52,-131.18,amune,10/15/2021,40.0,2021.0
3034,B47,12.0,5.0,-73.86,-134.06,amunw,10/15/2021,60.0,2021.0
3035,B50,15.0,6.0,-71.28,-165.94,rosse,10/15/2021,90.0,2021.0
3036,C15,12.0,8.0,-65.96,143.27,wilke,10/15/2021,96.0,2021.0
3037,C18B,19.0,4.0,-66.59,89.55,amere (grounded),10/15/2021,76.0,2021.0
