Timor-Leste,TLS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.25720917
Middle East & North Africa (IDA & IBRD countries),TMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",54.10316232
Tonga,TON,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",10.78547886
South Asia (IDA & IBRD),TSA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",82.86934534
Sub-Saharan Africa (IDA & IBRD countries),TSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",44.61314386
Trinidad and Tobago,TTO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.10856843
Tunisia,TUN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",37.65599375
Turkiye,TUR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",44.31152568
Tuvalu,TUV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
Tanzania,TZA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",29.07664051
Uganda,UGA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",50.49432132
Ukraine,UKR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",20.30977582
Upper middle income,UMC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",39.49519169
Uruguay,URY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.27488332
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",7.409441662
Uzbekistan,UZB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",28.4559012
St. Vincent and the Grenadines,VCT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",22.20051632
"Venezuela, RB",VEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",17.00855357
British Virgin Islands,VGB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
Virgin Islands (U.S.),VIR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",10.26531228
Vietnam,VNM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",29.62672834
Vanuatu,VUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.65277703
World,WLD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",45.53720936
Samoa,WSM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.54802701
Kosovo,XKX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
"Yemen, Rep.",YEM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",50.45600689
South Africa,ZAF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",25.10220499
Zambia,ZMB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",27.43803476
Zimbabwe,ZWE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",22.25167109
