Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area
A70,8,5,-65.77,-61.24,belle,5/20/2022,40
A74,30,18,-76.76,-44.17,belle,5/20/2022,540
A76A,73,14,-66.05,-54.51,belle,5/20/2022,1022
A76B,20,7,-70.21,-59.81,belle,5/20/2022,140
A76C,16,7,-68.93,-59.71,belle,5/20/2022,112
A77,27,4,-76.05,-31.14,belle,5/20/2022,108
A78,18,4,-72.27,-34.98,belle,5/20/2022,72
A79,9.5,3,-71.08,-60.47,belle,5/20/2022,28.5
B09B,24,8,-66.2,143.41,wilke,5/20/2022,192
B09G,11,7,-68.15,41.83,amerw,5/20/2022,77
B09I,12,6,-58.39,-22.75,weddw,5/20/2022,72
B15AB,11,4,-66.08,50.59,amerw,5/20/2022,44
B22A,38,24,-73.8,-109.49,amune (grounded),5/20/2022,912
B28,9,6,-74.36,-109.4,amune,5/20/2022,54
B29,11,5,-74.18,-109.56,amune,5/20/2022,55
B38,6,4,-76.99,-155.08,rosse,5/20/2022,24
B39,8,4,-77.15,-34.28,belle,5/20/2022,32
B42,12,4,-68.35,-150.8,rosse,5/20/2022,48
B45,7,6,-74.51,-109.6,amune,5/20/2022,42
B46,10,4,-72.87,-137.49,amune,5/20/2022,40
B47,12,5,-74.24,-134.89,amunw,5/20/2022,60
B50,14,5,-65.14,-165.02,rosse,5/20/2022,70
C15,12,8,-65.96,143.25,wilke,5/20/2022,96
C18B,19,4,-66.57,89.4,amere,5/20/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),5/20/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),5/20/2022,22
C29,5,5,-66.06,142.77,wilke,5/20/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),5/20/2022,27
C31,9,3,-64.68,96.51,wilkw (grounded),5/20/2022,27
C33,8,4,-65.33,126.56,wilke (grounded),5/20/2022,32
C35,7,5,-67.34,147.91,wilke,5/20/2022,35
C36,22,15,-67.93,147.56,wilke (grounded),5/20/2022,330
C37,8,3,-65.22,101.09,wilkw,5/20/2022,24
C38A,10,8,-65.2,101.52,wilkw,5/20/2022,80
C38B,8,7,-65,101.71,wilkw,5/20/2022,56
C39,15,8,-65.68,99.57,wilkw,5/20/2022,120
D15A,51,24,-66.6,82.09,amere (grounded),5/20/2022,1224
D15B,33,12,-66.92,81.57,amere (grounded),5/20/2022,396
D20A,17,6,-69.47,-0.92,wedde,5/20/2022,102
D23,8,6,-69.43,74.69,amere (grounded),5/20/2022,48
D26,16,2,-69.23,29.56,wedde (grounded),5/20/2022,32
D27,7,4,-67.14,12.32,wedde,5/20/2022,28
D28,29,19,-74.35,-34.96,belle,5/20/2022,551
D29A,15,9,-70.86,-37.54,belle,5/20/2022,135
D29B,13,7,-74.79,-33.48,belle,5/20/2022,91
D29C,13,6,-71.71,-36.65,belle,5/20/2022,78
D30A,37,11,-73.52,-41.34,belle,5/20/2022,407
D30B,10,5,-73.28,-36.78,belle,5/20/2022,50
D31,10,2,-73.52,-30.36,weddw,5/20/2022,20
A23A,40,34,-74.77,-38.53,belle,06/03/2022,1360
A64,9,8,-65.75,-60.19,belle,06/03/2022,72
A69A,10,9,-65.32,-58.78,belle,06/03/2022,90
A69B,10,5,-63.98,-55.72,belle,06/03/2022,50
A69C,10,3,-65.1,-58.27,belle,06/03/2022,30
A70,8,5,-65.77,-61.24,belle,06/03/2022,40
A74,30,18,-76.9,-45.73,belle,06/03/2022,540
A76A,73,14,-64.92,-54.16,belle,06/03/2022,1022
A76B,20,7,-69.71,-59.86,belle,06/03/2022,140
A76C,16,7,-68.41,-59.62,belle,06/03/2022,112
A77,27,4,-76.41,-31.77,belle,06/03/2022,108
A78,18,4,-72.12,-36.98,belle,06/03/2022,72
A79,4,3,-71.02,-60.46,belle,06/03/2022,12
B09B,24,8,-66.21,143.41,wilke,06/03/2022,192
B09G,11,7,-68.16,41.82,amerw,06/03/2022,77
B09I,8,3,-57.88,-22.64,weddw,06/03/2022,24
B15AB,11,4,-66.08,50.59,amerw,06/03/2022,44
B22A,38,24,-73.81,-109.51,amune (grounded),06/03/2022,912
B28,9,6,-74.35,-109.52,amune,06/03/2022,54
B29,11,5,-74.16,-109.68,amune,06/03/2022,55
B38,6,4,-76.99,-155.1,rosse,06/03/2022,24
B39,8,4,-77.54,-35.07,belle,06/03/2022,32
B42,12,4,-67.55,-150.44,rosse,06/03/2022,48
B45,7,6,-74.51,-109.6,amune,06/03/2022,42
B46,10,4,-73.73,-137.76,amune,06/03/2022,40
B47,12,5,-73.86,-134.15,amunw,06/03/2022,60
B50,14,5,-64.69,-164.65,rosse,06/03/2022,70
C15,12,8,-65.96,143.25,wilke,06/03/2022,96
C18B,19,4,-66.58,89.36,amere,06/03/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),06/03/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),06/03/2022,22
C29,5,5,-66.06,142.77,wilke,06/03/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),06/03/2022,27
C31,9,3,-64.68,96.51,wilkw (grounded),06/03/2022,27
C33,8,4,-65.33,126.56,wilke (grounded),06/03/2022,32
C35,7,5,-67.33,147.85,wilke,06/03/2022,35
C36,22,15,-67.94,147.49,wilke (grounded),06/03/2022,330
C37,8,3,-65.23,101.07,wilkw,06/03/2022,24
C38A,10,8,-65.22,101.44,wilkw,06/03/2022,80
C38B,8,7,-64.96,101.77,wilkw,06/03/2022,56
C39,15,8,-65.68,99.55,wilkw,06/03/2022,120
D15A,51,24,-66.63,81.91,amere (grounded),06/03/2022,1224
D15B,33,12,-66.97,81.59,amere (grounded),06/03/2022,396
D20A,14,5,-70.52,-9.26,weddw,06/03/2022,70
D23,8,6,-69.43,74.69,amere (grounded),06/03/2022,48
D26,16,2,-69.23,29.56,wedde (grounded),06/03/2022,32
D27,7,4,-67.05,11.11,wedde,06/03/2022,28
D28,29,19,-74.26,-37.72,belle,06/03/2022,551
D29A,15,9,-70.72,-38.19,belle,06/03/2022,135
D29B,13,7,-74.45,-35.97,belle,06/03/2022,91
D29C,13,6,-71.48,-37.74,belle,06/03/2022,78
D30A,37,11,-73.21,-42.84,belle,06/03/2022,407
D30B,10,5,-73.22,-39.14,belle,06/03/2022,50
D31,10,2,-73.5,-33.17,belle,06/03/2022,20
,,,,,,,
,,,,,,,
A23A,40,34,-74.79,-38.83,belle,06/10/2022,1360
A64,9,8,-65.77,-59.79,belle,06/10/2022,72
A69A,10,9,-65.33,-58.26,belle,06/10/2022,90
A69B,10,5,-64.06,-54.97,belle,06/10/2022,50
A69C,10,3,-65.23,-57.65,belle,06/10/2022,30
A70,8,5,-65.78,-61.21,belle,06/10/2022,40
A74A,30,18,-76.9,-45.89,belle,06/10/2022,540
A74B,8,4,-76.75,-44.91,belle,06/10/2022,32
A76A,73,14,-64.5,-53.69,belle,06/10/2022,1022
A76B,20,7,-69.59,-59.89,belle,06/10/2022,140
A76C,16,7,-68.28,-59.42,belle,06/10/2022,112
A77,27,4,-76.84,-32.61,belle,06/10/2022,108
A78,18,4,-72.5,-37.27,belle,06/10/2022,72
B09B,24,8,-66.21,143.41,wilke,06/10/2022,192
B09G,11,7,-68.15,41.87,amerw,06/10/2022,77
B09I,8,3,-57.07,-22.4,weddw,06/10/2022,24
B15AB,11,4,-66.08,50.6,amerw,06/10/2022,44
B22A,38,24,-73.8,-109.51,amune (grounded),06/10/2022,912
B28,9,6,-74.29,-109.55,amune,06/10/2022,54
B29,11,5,-74.1,-109.89,amune,06/10/2022,55
B38,6,4,-76.99,-155.1,rosse,06/10/2022,24
B39,8,4,-77.78,-36.13,belle,06/10/2022,32
B42,12,4,-67.44,-150.4,rosse,06/10/2022,48
B45,7,6,-74.47,-109.7,amune,06/10/2022,42
B46,10,4,-73.73,-137.76,amune,06/10/2022,40
B47,12,5,-73.86,-134.15,amunw,06/10/2022,60
B50,14,5,-64.69,-164.65,rosse,06/10/2022,70
C15,12,8,-65.96,143.25,wilke,06/10/2022,96
C18B,19,4,-66.57,89.37,amere,06/10/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),06/10/2022,88
C24,11,2,-64.84,96.03,wilkw (grounded),06/10/2022,22
C29,5,5,-66.06,142.77,wilke,06/10/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),06/10/2022,27
C31,9,3,-64.68,96.51,wilkw (grounded),06/10/2022,27
C33,8,4,-65.34,126.58,wilke (grounded),06/10/2022,32
C35,7,5,-67.33,147.85,wilke,06/10/2022,35
C36,22,15,-67.94,147.49,wilke (grounded),06/10/2022,330
C37,8,3,-65.23,101.07,wilkw,06/10/2022,24
C38A,10,8,-65.22,101.43,wilkw,06/10/2022,80
C38B,8,7,-64.96,101.78,wilkw,06/10/2022,56
C39,15,8,-65.67,99.55,wilkw,06/10/2022,120
D15A,51,24,-66.63,81.9,amere (grounded),06/10/2022,1224
D15B,33,12,-66.97,81.59,amere (grounded),06/10/2022,396
D20A,14,5,-70.06,-9.71,weddw,06/10/2022,70
D23,8,6,-69.43,74.69,amere (grounded),06/10/2022,48
D26,16,2,-69.23,29.55,wedde (grounded),06/10/2022,32
D27,7,4,-66.78,11.53,wedde,06/10/2022,28
D28,29,19,-74.27,-38.39,belle,06/10/2022,551
D29A,15,9,-71,-37.69,belle,06/10/2022,135
D29B,13,7,-74.54,-37.32,belle,06/10/2022,91
D29C,13,6,-71.89,-37.55,belle,06/10/2022,78
D30A,37,11,-73.32,-42.64,belle,06/10/2022,407
D30B,10,5,-73.72,-39.54,belle,06/10/2022,50
D31,10,2,-74.06,-33.42,belle,06/10/2022,20
A23A,40,34,-74.79,-38.83,belle,06/10/2022,1360
A64,9,8,-65.77,-59.79,belle,06/10/2022,72
A69A,10,9,-65.33,-58.26,belle,06/10/2022,90
A69B,10,5,-64.06,-54.97,belle,06/10/2022,50
A69C,10,3,-65.23,-57.65,belle,06/10/2022,30
A70,8,5,-65.78,-61.21,belle,06/10/2022,40
A74A,30,18,-76.9,-45.89,belle,06/10/2022,540
A74B,8,4,-76.75,-44.91,belle,06/10/2022,32
A76A,73,14,-64.5,-53.69,belle,06/10/2022,1022
A76B,20,7,-69.59,-59.89,belle,06/10/2022,140
A76C,16,7,-68.28,-59.42,belle,06/10/2022,112
A77,27,4,-76.84,-32.61,belle,06/10/2022,108
A78,18,4,-72.5,-37.27,belle,06/10/2022,72
B09B,24,8,-66.21,143.41,wilke,06/10/2022,192
B09G,11,7,-68.15,41.87,amerw,06/10/2022,77
B09I,8,3,-57.07,-22.4,weddw,06/10/2022,24
B15AB,11,4,-66.08,50.6,amerw,06/10/2022,44
B22A,38,24,-73.8,-109.51,amune (grounded),06/10/2022,912
B28,9,6,-74.29,-109.55,amune,06/10/2022,54
B29,11,5,-74.1,-109.89,amune,06/10/2022,55
B38,6,4,-76.99,-155.1,rosse,06/10/2022,24
B39,8,4,-77.78,-36.13,belle,06/10/2022,32
B42,12,4,-67.44,-150.4,rosse,06/10/2022,48
B45,7,6,-74.47,-109.7,amune,06/10/2022,42
B46,10,4,-73.73,-137.76,amune,06/10/2022,40
B47,12,5,-73.86,-134.15,amunw,06/10/2022,60
B50,14,5,-64.69,-164.65,rosse,06/10/2022,70
C15,12,8,-65.96,143.25,wilke,06/10/2022,96
C18B,19,4,-66.57,89.37,amere,06/10/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),06/10/2022,88
C24,11,2,-64.84,96.03,wilkw (grounded),06/10/2022,22
C29,5,5,-66.06,142.77,wilke,06/10/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),06/10/2022,27
C31,9,3,-64.68,96.51,wilkw (grounded),06/10/2022,27
C33,8,4,-65.34,126.58,wilke (grounded),06/10/2022,32
C35,7,5,-67.33,147.85,wilke,06/10/2022,35
C36,22,15,-67.94,147.49,wilke (grounded),06/10/2022,330
C37,8,3,-65.23,101.07,wilkw,06/10/2022,24
C38A,10,8,-65.22,101.43,wilkw,06/10/2022,80
C38B,8,7,-64.96,101.78,wilkw,06/10/2022,56
C39,15,8,-65.67,99.55,wilkw,06/10/2022,120
D15A,51,24,-66.63,81.9,amere (grounded),06/10/2022,1224
D15B,33,12,-66.97,81.59,amere (grounded),06/10/2022,396
D20A,14,5,-70.06,-9.71,weddw,06/10/2022,70
D23,8,6,-69.43,74.69,amere (grounded),06/10/2022,48
D26,16,2,-69.23,29.55,wedde (grounded),06/10/2022,32
D27,7,4,-66.78,11.53,wedde,06/10/2022,28
D28,29,19,-74.27,-38.39,belle,06/10/2022,551
D29A,15,9,-71,-37.69,belle,06/10/2022,135
D29B,13,7,-74.54,-37.32,belle,06/10/2022,91
D29C,13,6,-71.89,-37.55,belle,06/10/2022,78
D30A,37,11,-73.32,-42.64,belle,06/10/2022,407
D30B,10,5,-73.72,-39.54,belle,06/10/2022,50
D31,10,2,-74.06,-33.42,belle,06/10/2022,20
A23A,40,34,-74.95,-39.13,belle,6/17/2022,1360
A64,9,8,-65.69,-59.6,belle,6/17/2022,72
A69A,10,9,-65.24,-57.76,belle,6/17/2022,90
A69B,10,5,-63.37,-54,belle,6/17/2022,50
A69C,10,3,-65.13,-57.36,belle,6/17/2022,30
A70,8,5,-65.69,-61.24,belle,6/17/2022,40
A74A,30,18,-76.91,-45.89,belle,6/17/2022,540
A74B,8,4,-76.75,-44.91,belle,6/17/2022,32
A76A,73,14,-64.29,-53.35,belle,6/17/2022,1022
A76B,20,7,-69.39,-59.92,belle,6/17/2022,140
A76C,16,7,-68.41,-59.24,belle,6/17/2022,112
A77,27,4,-77.1,-33.9,belle,6/17/2022,108
A78,18,4,-73.12,-39.49,belle,6/17/2022,72
B09B,24,8,-66.2,143.42,wilke,6/17/2022,192
B09G,11,7,-68.15,41.87,amerw,6/17/2022,77
B09I,8,3,-56.79,-22.43,weddw,6/17/2022,24
B15AB,11,4,-66.08,50.6,amerw,6/17/2022,44
B22A,38,24,-73.8,-109.51,amune (grounded),6/17/2022,912
B28,9,6,-74.29,-109.55,amune,6/17/2022,54
B29,11,5,-74.1,-109.89,amune,6/17/2022,55
B38,6,4,-76.99,-155.1,rosse,6/17/2022,24
B39,8,4,-77.8,-36.42,belle,6/17/2022,32
B42,12,4,-67,-150.94,rosse,6/17/2022,48
B45,7,6,-74.47,-109.7,amune,6/17/2022,42
B46,10,4,-73.63,-139.64,amune,6/17/2022,40
B47,12,5,-73.84,-134.25,amunw,6/17/2022,60
B50,14,5,-64.33,-165.25,rosse,6/17/2022,70
C15,12,8,-65.96,143.25,wilke,6/17/2022,96
C18B,19,4,-66.57,89.37,amere,6/17/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),6/17/2022,88
C24,11,2,-64.84,96.03,wilkw (grounded),6/17/2022,22
C29,5,5,-66.06,142.77,wilke,6/17/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),6/17/2022,27
C31,9,3,-64.68,96.51,wilkw (grounded),6/17/2022,27
C33,8,4,-65.32,126.52,wilke (grounded),6/17/2022,32
C35,7,5,-67.32,147.85,wilke,6/17/2022,35
C36,22,15,-67.94,147.49,wilke (grounded),6/17/2022,330
C37,8,3,-65.28,100.82,wilkw,6/17/2022,24
C38A,10,8,-65.23,101.36,wilkw,6/17/2022,80
C38B,8,7,-64.97,101.76,wilkw,6/17/2022,56
C39,15,8,-65.68,99.53,wilkw,6/17/2022,120
D15A,51,24,-66.63,81.91,amere (grounded),6/17/2022,1224
D15B,33,12,-66.97,81.59,amere (grounded),6/17/2022,396
D20A,14,5,-70.84,-11.03,weddw,6/17/2022,70
D23,8,6,-69.43,74.69,amere (grounded),6/17/2022,48
D26,16,2,-69.23,29.55,wedde (grounded),6/17/2022,32
D27,7,4,-66.76,10.36,wedde,6/17/2022,28
D28,29,19,-74.4,-39.89,belle,6/17/2022,551
D29A,15,9,-71.75,-39.5,belle,6/17/2022,135
D29B,13,7,-74.57,-39.05,belle,6/17/2022,91
D29C,13,6,-72.52,-39.87,belle,6/17/2022,78
D30A,37,11,-73.93,-43.33,belle,6/17/2022,407
D30B,10,5,-74.33,-41.25,belle,6/17/2022,50
D31,10,2,-74.58,-33.91,belle,6/17/2022,20
A23A,40,34,-74.8,-39.06,belle,6/24/2022,1360
A64,9,8,-65.54,-59.47,belle,6/24/2022,72
A69A,10,9,-64.83,-57.7,belle,6/24/2022,90
A69B,10,5,-62.95,-54.52,belle,6/24/2022,50
A69C,10,3,-64.66,-56.69,belle,6/24/2022,30
A70,8,5,-65.66,-61.24,belle,6/24/2022,40
A74A,30,18,-76.91,-45.89,belle,6/24/2022,540
A74B,8,4,-76.75,-44.91,belle,6/24/2022,32
A76A,73,14,-64,-52.95,belle,6/24/2022,1022
A76B,20,7,-69.07,-59.98,belle,6/24/2022,140
A76C,16,7,-67.97,-59.59,belle,6/24/2022,112
A77,27,4,-77.13,-34.66,belle,6/24/2022,108
A78,18,4,-72.65,-40.31,belle,6/24/2022,72
B09B,24,8,-66.2,143.42,wilke,6/24/2022,192
B09G,11,7,-68.15,41.87,amerw,6/24/2022,77
B09I,7,3,-56.19,-22.68,weddw,6/24/2022,21
B15AB,11,4,-66.08,50.6,amerw,6/24/2022,44
B22A,38,24,-73.8,-109.51,amune (grounded),6/24/2022,912
B28,9,6,-74.29,-109.55,amune,6/24/2022,54
B29,11,5,-74.1,-109.89,amune,6/24/2022,55
B38,6,4,-76.99,-155.1,rosse,6/24/2022,24
B39,8,4,-77.73,-36.41,belle,6/24/2022,32
B42,8,3,-66.61,-150.95,rosse,6/24/2022,24
B45,7,6,-74.47,-109.7,amune,6/24/2022,42
B46,10,4,-73.63,-139.64,amune,6/24/2022,40
B47,12,5,-73.84,-134.25,amunw,6/24/2022,60
B50,14,5,-63.68,-165.13,rosse,6/24/2022,70
C15,12,8,-65.96,143.25,wilke,6/24/2022,96
C18B,19,4,-66.57,89.37,amere,6/24/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),6/24/2022,88
C24,11,2,-64.84,96.03,wilkw (grounded),6/24/2022,22
C29,5,5,-66.06,142.77,wilke,6/24/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),6/24/2022,27
C31,9,3,-64.68,96.51,wilkw (grounded),6/24/2022,27
C33,8,4,-65.32,126.52,wilke (grounded),6/24/2022,32
C35,7,5,-67.31,147.79,wilke,6/24/2022,35
C36,22,15,-67.94,147.49,wilke (grounded),6/24/2022,330
C37,8,3,-65.28,100.88,wilkw,6/24/2022,24
C38A,10,8,-65.23,101.37,wilkw,6/24/2022,80
C38B,5,7,-64.95,101.83,wilkw,6/24/2022,35
C39,15,8,-65.68,99.53,wilkw,6/24/2022,120
D15A,51,24,-66.63,81.91,amere (grounded),6/24/2022,1224
D15B,33,12,-66.97,81.59,amere (grounded),6/24/2022,396
D20A,14,5,-71.77,-15.47,weddw,6/24/2022,70
D23,8,6,-69.43,74.69,amere (grounded),6/24/2022,48
D26,16,2,-69.23,29.55,wedde (grounded),6/24/2022,32
D27,7,4,-67.5,9.46,wedde,6/24/2022,28
D28,29,19,-74.12,-41.05,belle,6/24/2022,551
D29A,15,9,-71.18,-40.34,belle,6/24/2022,135
D29B,13,7,-74.23,-40.16,belle,6/24/2022,91
D29C,13,6,-72.04,-40.74,belle,6/24/2022,78
D30A,37,11,-73.45,-43.86,belle,6/24/2022,407
D30B,10,5,-73.88,-41.98,belle,6/24/2022,50
D31,10,2,-74.33,-34.37,belle,6/24/2022,20
A23A,40,34,-74.74,-39.01,belle,07/01/2022,1360
A64,9,8,-65.54,-59.5,belle,07/01/2022,72
A69A,10,9,-64.82,-57.71,belle,07/01/2022,90
A69B,10,5,-63.02,-54.2,belle,07/01/2022,50
A69C,10,3,-64.64,-56.62,belle,07/01/2022,30
A70,8,5,-65.67,-61.27,belle,07/01/2022,40
A74A,30,18,-76.9,-45.89,belle,07/01/2022,540
A74B,8,4,-76.75,-44.91,belle,07/01/2022,32
A76A,73,14,-63.86,-52.37,belle,07/01/2022,1022
A76B,20,7,-69.05,-59.96,belle,07/01/2022,140
A76C,16,7,-67.97,-59.59,belle,07/01/2022,112
A77,27,4,-77.07,-34.39,belle,07/01/2022,108
A78,18,4,-72.43,-40.73,belle,07/01/2022,72
B09B,24,8,-66.2,143.42,wilke,07/01/2022,192
B09G,11,7,-68.15,41.87,amerw,07/01/2022,77
B15AB,11,4,-66.08,50.6,amerw,07/01/2022,44
B22A,38,24,-73.8,-109.51,amune (grounded),07/01/2022,912
B28,9,6,-74.29,-109.55,amune,07/01/2022,54
B29,11,5,-74.1,-109.89,amune,07/01/2022,55
B38,6,4,-76.99,-155.1,rosse,07/01/2022,24
B39,8,4,-77.76,-36.3,belle,07/01/2022,32
B42,8,3,-66.39,-149.51,rosse,07/01/2022,24
B45,7,6,-74.47,-109.7,amune,07/01/2022,42
B46,10,4,-73.63,-139.64,amune,07/01/2022,40
B47,12,5,-73.84,-134.25,amunw,07/01/2022,60
B50,14,5,-63.49,-163.83,rosse,07/01/2022,70
C15,12,8,-65.96,143.25,wilke,07/01/2022,96
C18B,19,4,-66.57,89.37,amere,07/01/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),07/01/2022,88
C24,11,2,-64.84,96.03,wilkw (grounded),07/01/2022,22
C29,5,5,-66.06,142.77,wilke,07/01/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),07/01/2022,27
C31,9,3,-64.68,96.51,wilkw (grounded),07/01/2022,27
C33,8,4,-65.34,126.58,wilke (grounded),07/01/2022,32
C35,7,5,-67.31,147.79,wilke,07/01/2022,35
C36,22,15,-67.94,147.49,wilke (grounded),07/01/2022,330
C37,8,3,-65.28,100.85,wilkw,07/01/2022,24
C38A,10,8,-65.23,101.37,wilkw,07/01/2022,80
C38B,5,7,-64.95,101.83,wilkw,07/01/2022,35
C39,15,8,-65.68,99.53,wilkw,07/01/2022,120
D15A,51,24,-66.63,81.9,amere (grounded),07/01/2022,1224
D15B,33,12,-66.97,81.59,amere (grounded),07/01/2022,396
D20A,14,5,-72.38,-17.35,weddw,07/01/2022,70
D23,8,6,-69.43,74.69,amere (grounded),07/01/2022,48
D26,16,2,-69.23,29.55,wedde (grounded),07/01/2022,32
D27,7,4,-67.53,8.97,wedde,07/01/2022,28
D28,29,19,-73.97,-41.56,belle,07/01/2022,551
D29A,15,9,-70.98,-40.67,belle,07/01/2022,135
D29B,13,7,-74.16,-41.01,belle,07/01/2022,91
D29C,13,6,-71.81,-41.03,belle,07/01/2022,78
D30A,37,11,-73.31,-44.04,belle,07/01/2022,407
D30B,10,5,-73.81,-42.15,belle,07/01/2022,50
D31,10,2,-74.42,-35.34,belle,07/01/2022,20
A23A,40,34,-74.47,-38.62,belle,07/08/2022,1360
A64,9,8,-65.52,-59.48,belle,07/08/2022,72
A69A,10,9,-64.78,-57.46,belle,07/08/2022,90
A69B,10,5,-62.46,-55.12,belle,07/08/2022,50
A69C,10,3,-64.44,-55.69,belle,07/08/2022,30
A70,8,5,-65.67,-61.27,belle,07/08/2022,40
A74A,30,18,-76.89,-45.97,belle,07/08/2022,540
A74B,8,4,-76.74,-44.99,belle,07/08/2022,32
A76A,73,14,-63.68,-52.19,belle,07/08/2022,1022
A76B,20,7,-68.93,-59.79,belle,07/08/2022,140
A76C,16,7,-67.76,-59.56,belle,07/08/2022,112
A77,27,4,-76.87,-35.46,belle,07/08/2022,108
A78,18,4,-72.09,-41.66,belle,07/08/2022,72
B09B,24,8,-66.2,143.42,wilke,07/08/2022,192
B09G,11,7,-68.15,41.87,amerw,07/08/2022,77
B15AB,11,4,-66.08,50.6,amerw,07/08/2022,44
B22A,38,24,-73.8,-109.49,amune (grounded),07/08/2022,912
B28,9,6,-74.26,-109.58,amune,07/08/2022,54
B29,11,5,-74.06,-110.05,amune,07/08/2022,55
B38,6,4,-76.99,-155.1,rosse,07/08/2022,24
B39,8,4,-77.07,-35.84,belle,07/08/2022,32
B42,8,3,-66.39,-147.9,rosse,07/08/2022,24
B45,7,6,-74.44,-109.73,amune,07/08/2022,42
B46,10,4,-74.31,-145.18,amune,07/08/2022,40
B47,12,5,-73.84,-134.25,amunw,07/08/2022,60
B50,14,5,-62.74,-161,rosse,07/08/2022,70
C15,12,8,-65.96,143.25,wilke,07/08/2022,96
C18B,19,4,-66.57,89.37,amere,07/08/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),07/08/2022,88
C24,11,2,-64.84,96.03,wilkw (grounded),07/08/2022,22
C29,5,5,-66.06,142.77,wilke,07/08/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),07/08/2022,27
C31,9,3,-64.68,96.51,wilkw (grounded),07/08/2022,27
C33,8,4,-65.32,126.52,wilke (grounded),07/08/2022,32
C35,7,5,-67.31,147.77,wilke,07/08/2022,35
C36,22,15,-67.94,147.49,wilke (grounded),07/08/2022,330
C37,8,3,-65.28,100.85,wilkw,07/08/2022,24
C38A,10,8,-65.22,101.36,wilkw,07/08/2022,80
C38B,5,7,-64.94,101.83,wilkw,07/08/2022,35
C39,15,8,-65.68,99.54,wilkw,07/08/2022,120
D15A,51,24,-66.63,81.91,amere (grounded),07/08/2022,1224
D15B,33,12,-66.97,81.57,amere (grounded),07/08/2022,396
D20A,14,5,-73.14,-21.48,weddw,07/08/2022,70
D23,8,6,-69.43,74.69,amere (grounded),07/08/2022,48
D26,16,2,-69.23,29.55,wedde (grounded),07/08/2022,32
D27,7,4,-67.55,9.32,wedde,07/08/2022,28
D28,29,19,-73.71,-42.33,belle,07/08/2022,551
D29A,15,9,-70.63,-41.73,belle,07/08/2022,135
D29B,13,7,-73.95,-41.9,belle,07/08/2022,91
D29C,13,6,-71.48,-42.1,belle,07/08/2022,78
D30A,37,11,-73.12,-44.96,belle,07/08/2022,407
D30B,10,5,-73.48,-42.92,belle,07/08/2022,50
D31,10,2,-73.95,-35.81,belle,07/08/2022,20
A23A,40,34,-74.43,-38.44,belle,7/15/2022,1360
A64,9,8,-65.56,-59.49,belle,7/15/2022,72
A69A,10,9,-64.78,-57.39,belle,7/15/2022,90
A69B,10,5,-62.6,-56.09,belle,7/15/2022,50
A69C,10,3,-64.24,-55.38,belle,7/15/2022,30
A70,8,5,-65.67,-61.27,belle,7/15/2022,40
A74A,30,18,-76.87,-45.69,belle,7/15/2022,540
A74B,8,4,-76.74,-44.74,belle,7/15/2022,32
A76A,73,14,-63.48,-51.99,belle,7/15/2022,1022
A76B,20,7,-68.87,-59.49,belle,7/15/2022,140
A76C,16,7,-67.66,-59.32,belle,7/15/2022,112
A77,27,4,-76.72,-35.56,belle,7/15/2022,108
A78,18,4,-71.45,-41.46,belle,7/15/2022,72
B09B,24,8,-66.2,143.42,wilke,7/15/2022,192
B09G,11,7,-68.15,41.87,amerw,7/15/2022,77
B15AB,11,4,-66.08,50.6,amerw,7/15/2022,44
B22A,38,24,-73.79,-109.48,amune (grounded),7/15/2022,912
B28,9,6,-74.25,-109.58,amune,7/15/2022,54
B29,11,5,-74.06,-110.1,amune,7/15/2022,55
B38,6,4,-76.99,-155.1,rosse,7/15/2022,24
B39,8,4,-76.92,-35.28,belle,7/15/2022,32
B42,8,3,-66.04,-147.58,amunw,7/15/2022,24
B45,7,6,-74.44,-109.73,amune,7/15/2022,42
B46,10,4,-74.75,-147.85,amune,7/15/2022,40
B47,12,5,-73.85,-134.19,amunw,7/15/2022,60
B50,12,3,-62.47,-159.25,rosse,7/15/2022,36
C15,12,8,-65.96,143.25,wilke,7/15/2022,96
C18B,19,4,-66.57,89.37,amere,7/15/2022,76
C21B,11,8,-64.98,95.86,wilkw (grounded),7/15/2022,88
C24,11,2,-64.84,96.03,wilkw (grounded),7/15/2022,22
C29,5,5,-66.06,142.77,wilke,7/15/2022,25
C30,9,3,-64.78,96.29,wilkw (grounded),7/15/2022,27
