Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area
B09G,12,7,-67.96,41.68,amerw (grounded),12/11/2020,84
B09I,12,6,-70.8,-39.98,belle,12/11/2020,72
B15AB,11,4,-66.03,51.06,amerw (grounded),12/11/2020,44
B22A,44,24,-73.94,-109.34,amune (grounded),12/11/2020,1056
B28,10,7,-74.67,-108.77,amune (grounded),12/11/2020,70
B29,11,5,-74.5,-108.92,amune (grounded),12/11/2020,55
B37,8,3,-72.7,-111.48,amune,12/11/2020,24
B38,6,4,-76.99,-155.03,rosse (grounded),12/11/2020,24
B39,8,4,-65.59,55.42,amerw,12/11/2020,32
B40,8,5,-65.6,132.24,wilke (grounded),12/11/2020,40
B42,13,4,-72.95,-126.58,amunw (grounded),12/11/2020,52
B45,8,6,-74.69,-109.34,amune (grounded),12/11/2020,48
B46,10,4,-72.9,-108.02,amune,12/11/2020,40
B47,19,5,-73.8,-133.84,amunw (grounded),12/11/2020,95
B50,15,6,-73.53,-133.91,amunw,12/11/2020,90
C15,14,10,-65.99,143.3,wilke (grounded),12/11/2020,140
C18B,20,4,-64.63,99.79,wilkw,12/11/2020,80
C21B,12,8,-64.99,95.86,wilkw (grounded),12/11/2020,96
C24,11,3,-64.84,96.02,wilkw (grounded),12/11/2020,33
C29,5,5,-66.17,143.15,wilke,12/11/2020,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/11/2020,27
C31,9,3,-64.69,96.51,wilkw (grounded),12/11/2020,27
C33,8,4,-65.36,129.7,wilke,12/11/2020,32
C35,7,5,-68.23,148.15,wilke (grounded),12/11/2020,35
C36,23,16,-68.1,147.85,wilke (grounded),12/11/2020,368
D15A,51,24,-66.64,81.91,amere (grounded),12/11/2020,1224
D15B,33,12,-66.99,81.57,amere (grounded),12/11/2020,396
D20A,20,9,-68.65,36.26,amerw (grounded),12/11/2020,180
D21B,11,4,-61.89,-34.94,belle,12/11/2020,44
D23,8,6,-69.43,74.66,amere (grounded),12/11/2020,48
D26,19,2,-69.4,29.32,wedde (grounded),12/11/2020,38
D27,8,5,-67.66,78.86,amere,12/11/2020,40
D28,29,19,-65.39,54.86,amerw,12/11/2020,551
A23A,40,34,-75.88,-41.22,belle,12/18/2020,1360
A63,11,3,-71.77,-52.04,belle,12/18/2020,33
A64,16,9,-69.73,-60.99,belle (grounded),12/18/2020,144
A68A,73,24,-55.73,-37.23,belle,12/18/2020,1752
A68D,11,5,-55.09,-37.38,belle,12/18/2020,55
A69A,10,9,-68.23,-60.07,belle,12/18/2020,90
A69B,10,7,-67.89,-61.31,belle,12/18/2020,70
B09B,24,8,-66.26,143.38,wilke,12/18/2020,192
B09G,11,7,-67.96,41.68,amerw (grounded),12/18/2020,77
B09I,12,6,-70.69,-39.54,belle,12/18/2020,72
B15AB,11,4,-66.03,51.06,amerw (grounded),12/18/2020,44
B22A,38,24,-73.93,-109.36,amune (grounded),12/18/2020,912
B28,9,6,-74.67,-108.77,amune (grounded),12/18/2020,54
B29,11,5,-74.51,-108.91,amune (grounded),12/18/2020,55
B37,8,3,-72.69,-111.57,amune,12/18/2020,24
B38,6,4,-77,-155.03,rosse (grounded),12/18/2020,24
B39,8,4,-65.52,54.97,amerw,12/18/2020,32
B40,6,5,-65.6,132.25,wilke (grounded),12/18/2020,30
B42,12,4,-72.96,-126.55,amunw (grounded),12/18/2020,48
B45,7,6,-74.69,-109.34,amune (grounded),12/18/2020,42
B46,10,4,-72.75,-108.47,amune,12/18/2020,40
B47,12,5,-73.8,-133.84,amunw (grounded),12/18/2020,60
B50,15,6,-73.75,-135.35,amunw,12/18/2020,90
C15,12,8,-65.97,143.3,wilke,12/18/2020,96
C18B,19,4,-64.56,99.65,wilkw,12/18/2020,76
C21B,11,8,-64.99,95.86,wilkw (grounded),12/18/2020,88
C24,11,2,-64.84,96.02,wilkw (grounded),12/18/2020,22
C29,5,5,-66.15,143.13,wilke,12/18/2020,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/18/2020,27
C31,9,3,-64.69,96.51,wilkw (grounded),12/18/2020,27
C33,8,4,-65.18,129.59,wilke,12/18/2020,32
C35,7,5,-68.23,148.15,wilke (grounded),12/18/2020,35
C36,22,15,-68.1,147.85,wilke (grounded),12/18/2020,330
D15A,51,24,-66.65,81.92,amere (grounded),12/18/2020,1224
D15B,33,12,-66.99,81.57,amere (grounded),12/18/2020,396
D20A,19,9,-68.65,36.26,amerw (grounded),12/18/2020,171
D21B,10,4,-61.76,-34.65,belle,12/18/2020,40
D23,8,6,-69.43,74.66,amere (grounded),12/18/2020,48
D26,19,2,-69.36,29.4,wedde (grounded),12/18/2020,38
D27,8,5,-67.68,78.77,amere,12/18/2020,40
D28,29,19,-65.35,54.72,amerw,12/18/2020,551
A23A,40,34,-75.88,-41.31,belle,12/25/2020,1360
A63,11,3,-71.75,-52.96,belle,12/25/2020,33
A64,13,9,-69.53,-60.85,belle (grounded),12/25/2020,117
A68A,40,24,-56.57,-36.58,belle,12/25/2020,960
A68D,11,5,-55.49,-36.88,belle,12/25/2020,55
A68E,33,8,-57.11,-35.94,belle,12/25/2020,264
A68F,14,7,-56.93,-36.59,belle,12/25/2020,98
A69A,10,9,-68.28,-60.22,belle,12/25/2020,90
A69B,10,7,-67.78,-61.24,belle,12/25/2020,70
B09B,24,8,-66.27,143.34,wilke,12/25/2020,192
B09G,11,7,-67.96,41.68,amerw (grounded),12/25/2020,77
B09I,12,6,-70.67,-39.82,belle,12/25/2020,72
B15AB,11,4,-66.03,51.06,amerw (grounded),12/25/2020,44
B22A,38,24,-73.93,-109.36,amune (grounded),12/25/2020,912
B28,9,6,-74.67,-108.77,amune (grounded),12/25/2020,54
B29,11,5,-74.51,-108.92,amune (grounded),12/25/2020,55
B37,8,3,-72.69,-111.59,amune,12/25/2020,24
B38,6,4,-77,-155.03,rosse (grounded),12/25/2020,24
B39,8,4,-65.47,54.92,amerw,12/25/2020,32
B40,6,5,-65.59,132.23,wilke (grounded),12/25/2020,30
B42,12,4,-72.98,-126.61,amunw (grounded),12/25/2020,48
B45,7,6,-74.69,-109.35,amune (grounded),12/25/2020,42
B46,10,4,-72.73,-108.8,amune,12/25/2020,40
B47,12,5,-73.8,-133.84,amunw (grounded),12/25/2020,60
B50,15,6,-74.03,-137.41,amunw,12/25/2020,90
C15,12,8,-65.97,143.3,wilke,12/25/2020,96
C18B,19,4,-64.39,99.53,wilkw,12/25/2020,76
C21B,11,8,-64.99,95.86,wilkw (grounded),12/25/2020,88
C24,11,2,-64.84,96.02,wilkw (grounded),12/25/2020,22
C29,5,5,-66.12,142.95,wilke,12/25/2020,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/25/2020,27
C31,9,3,-64.69,96.51,wilkw (grounded),12/25/2020,27
C33,8,4,-65.15,129.56,wilke,12/25/2020,32
C35,7,5,-68.23,148.15,wilke (grounded),12/25/2020,35
C36,22,15,-68.1,147.85,wilke (grounded),12/25/2020,330
D15A,51,24,-66.64,81.91,amere (grounded),12/25/2020,1224
D15B,33,12,-66.99,81.57,amere (grounded),12/25/2020,396
D20A,19,9,-68.65,36.26,amerw (grounded),12/25/2020,171
D21B,10,4,-61.72,-34.67,belle,12/25/2020,40
D23,8,6,-69.43,74.66,amere (grounded),12/25/2020,48
D26,19,2,-69.4,29.32,wedde (grounded),12/25/2020,38
D27,8,5,-67.73,78.58,amere,12/25/2020,40
D28,29,19,-65.32,54.57,amerw,12/25/2020,551
A23A,40,34,-75.87,-41.24,belle,12/31/2020,1360
A63,11,3,-71.78,-53.35,belle,12/31/2020,33
A64,13,9,-69.6,-60.82,belle (grounded),12/31/2020,117
A68A,40,24,-56.95,-34.58,belle,12/31/2020,960
A68D,11,5,-55.52,-36.38,belle,12/31/2020,55
A68E,33,8,-56.46,-35.35,belle,12/31/2020,264
A68F,14,7,-56.49,-35,belle,12/31/2020,98
A69A,10,9,-68.19,-60.46,belle,12/31/2020,90
A69B,10,7,-67.73,-61.24,belle,12/31/2020,70
B09B,24,8,-66.27,143.29,wilke,12/31/2020,192
B09G,11,7,-67.96,41.68,amerw (grounded),12/31/2020,77
B09I,12,6,-70.71,-39.92,belle,12/31/2020,72
B15AB,11,4,-66.03,51.06,amerw (grounded),12/31/2020,44
B22A,38,24,-73.93,-109.36,amune (grounded),12/31/2020,912
B28,9,6,-74.67,-108.77,amune (grounded),12/31/2020,54
B29,11,5,-74.51,-108.92,amune (grounded),12/31/2020,55
B37,8,3,-72.67,-111.57,amune,12/31/2020,24
B38,6,4,-77,-155.03,rosse (grounded),12/31/2020,24
B39,8,4,-65.27,54.6,amerw,12/31/2020,32
B40,6,5,-65.59,132.25,wilke (grounded),12/31/2020,30
B42,12,4,-72.97,-126.53,amunw (grounded),12/31/2020,48
B45,7,6,-74.69,-109.35,amune (grounded),12/31/2020,42
B46,10,4,-72.6,-109.02,amune,12/31/2020,40
B47,12,5,-73.79,-133.78,amunw (grounded),12/31/2020,60
B50,15,6,-73.9,-138.21,amunw,12/31/2020,90
C15,12,8,-65.97,143.3,wilke,12/31/2020,96
C18B,19,4,-64.42,99.1,wilkw,12/31/2020,76
C21B,11,8,-64.99,95.86,wilkw (grounded),12/31/2020,88
C24,11,2,-64.84,96.02,wilkw (grounded),12/31/2020,22
C29,5,5,-66.14,143.07,wilke,12/31/2020,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/31/2020,27
C31,9,3,-64.69,96.51,wilkw (grounded),12/31/2020,27
C33,8,4,-65.2,128.68,wilke,12/31/2020,32
C35,7,5,-68.22,148.18,wilke (grounded),12/31/2020,35
C36,22,15,-68.07,147.82,wilke (grounded),12/31/2020,330
D15A,51,24,-66.64,81.91,amere (grounded),12/31/2020,1224
D15B,33,12,-66.99,81.57,amere (grounded),12/31/2020,396
D20A,19,9,-68.65,36.26,amerw (grounded),12/31/2020,171
D21B,10,4,-61.57,-34.28,belle,12/31/2020,40
D23,8,6,-69.43,74.66,amere (grounded),12/31/2020,48
D26,19,2,-69.4,29.32,wedde (grounded),12/31/2020,38
D27,8,5,-67.7,78.4,amere,12/31/2020,40
D28,29,19,-65.28,54.03,amerw,12/31/2020,551
A23A,40,34,-75.78,-40.85,belle,01/08/2021,1360
A63,11,3,-71.66,-54.23,belle,01/08/2021,33
A64,13,9,-69.58,-60.81,belle (grounded),01/08/2021,117
A68A,40,24,-56.51,-36.11,belle,01/08/2021,960
A68D,11,5,-55.4,-36.61,belle,01/08/2021,55
A68E,33,8,-55.35,-33.86,belle,01/08/2021,264
A69A,10,9,-68.2,-60.8,belle,01/08/2021,90
A70,8,5,-72.35,-59.64,belle,01/08/2021,40
A71,8,3,-72.51,-59.51,belle,01/08/2021,24
A69B,10,7,-67.61,-61.18,belle,01/08/2021,70
B09B,24,8,-66.26,143.46,wilke,01/08/2021,192
B09G,11,7,-67.96,41.68,amerw (grounded),01/08/2021,77
B09I,12,6,-70.82,-39.91,belle,01/08/2021,72
B15AB,11,4,-66.03,51.06,amerw (grounded),01/08/2021,44
B22A,38,24,-73.93,-109.36,amune (grounded),01/08/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),01/08/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),01/08/2021,55
B37,8,3,-72.67,-111.55,amune,01/08/2021,24
B38,6,4,-77,-155.03,rosse (grounded),01/08/2021,24
B39,8,4,-64.99,53.67,amerw,01/08/2021,32
B40,6,5,-65.57,132.2,wilke (grounded),01/08/2021,30
B42,12,4,-72.88,-126.57,amunw (grounded),01/08/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),01/08/2021,42
B46,10,4,-72.61,-109.46,amune,01/08/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),01/08/2021,60
B50,15,6,-73.69,-137.79,amunw,01/08/2021,90
C15,12,8,-65.98,143.3,wilke,01/08/2021,96
C18B,19,4,-64.39,98.52,wilkw,01/08/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),01/08/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),01/08/2021,22
C29,5,5,-66.14,143.11,wilke,01/08/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),01/08/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),01/08/2021,27
C33,8,4,-65.2,128.74,wilke,01/08/2021,32
C35,7,5,-68.16,147.83,wilke,01/08/2021,35
C36,22,15,-68,147.76,wilke,01/08/2021,330
D15A,51,24,-66.65,81.92,amere (grounded),01/08/2021,1224
D15B,33,12,-66.99,81.57,amere (grounded),01/08/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),01/08/2021,171
D21B,10,4,-61.56,-33.76,belle,01/08/2021,40
D23,8,6,-69.43,74.66,amere (grounded),01/08/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),01/08/2021,38
D27,8,5,-67.58,78.65,amere,01/08/2021,40
D28,29,19,-65.35,53.8,amerw,01/08/2021,551
A23A,40,34,-75.75,-40.57,belle,1/15/2021,1360
A63,11,3,-71.62,-54.81,belle,1/15/2021,33
A64,13,9,-69.51,-60.8,belle (grounded),1/15/2021,117
A68A,40,24,-56.88,-35.36,belle,1/15/2021,960
A68D,11,5,-55.24,-36.36,belle,1/15/2021,55
A68E,33,8,-53.74,-35.08,belle,1/15/2021,264
A69A,10,9,-68.03,-61.09,belle,1/15/2021,90
A69B,10,7,-67.54,-61.16,belle,1/15/2021,70
A70,8,5,-72.43,-59.7,belle,1/15/2021,40
A71,8,3,-72.59,-59.66,belle,1/15/2021,24
B09B,24,8,-66.25,143.39,wilke,1/15/2021,192
B09G,11,7,-67.96,41.68,amerw (grounded),1/15/2021,77
B09I,12,6,-70.77,-40.1,belle,1/15/2021,72
B15AB,11,4,-66.03,51.06,amerw (grounded),1/15/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),1/15/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),1/15/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),1/15/2021,55
B37,8,3,-72.68,-111.63,amune,1/15/2021,24
B38,6,4,-77,-155.03,rosse (grounded),1/15/2021,24
B39,8,4,-65.24,52.99,amerw,1/15/2021,32
B40,6,5,-65.57,132.2,wilke (grounded),1/15/2021,30
B42,12,4,-72.79,-126.56,amunw (grounded),1/15/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),1/15/2021,42
B46,10,4,-72.63,-109.93,amune,1/15/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),1/15/2021,60
B50,15,6,-73.72,-138.03,amunw,1/15/2021,90
C15,12,8,-65.98,143.3,wilke,1/15/2021,96
C18B,19,4,-64.54,98.62,wilkw,1/15/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),1/15/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),1/15/2021,22
C29,5,5,-66.14,143.14,wilke,1/15/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),1/15/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),1/15/2021,27
C33,8,4,-65.12,128.08,wilke,1/15/2021,32
C35,7,5,-68.13,147.71,wilke,1/15/2021,35
C36,22,15,-67.95,147.64,wilke,1/15/2021,330
D15A,51,24,-66.65,81.92,amere (grounded),1/15/2021,1224
D15B,33,12,-66.99,81.57,amere (grounded),1/15/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),1/15/2021,171
D21B,10,4,-61.4,-33.46,belle,1/15/2021,40
D23,8,6,-69.43,74.66,amere (grounded),1/15/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),1/15/2021,38
D27,8,5,-67.74,78.46,amere,1/15/2021,40
D28,29,19,-65.36,53.77,amerw,1/15/2021,551
A23A,40,34,-75.74,-40.03,belle,1/22/2021,1360
A63,11,3,-71.59,-54.74,belle,1/22/2021,33
A64,13,9,-69.47,-60.76,belle,1/22/2021,117
A68A,37,23,-56.65,-34.79,belle,1/22/2021,851
A68D,11,5,-55.51,-35.96,belle,1/22/2021,55
A68E,33,8,-53.31,-35.28,belle,1/22/2021,264
A69A,10,9,-68.02,-61.1,belle,1/22/2021,90
A69B,10,7,-67.52,-61.12,belle,1/22/2021,70
A70,8,5,-72.44,-59.66,belle,1/22/2021,40
A71,8,3,-72.59,-59.56,belle,1/22/2021,24
B09B,24,8,-66.25,143.33,wilke,1/22/2021,192
B09G,11,7,-67.96,41.68,amerw (grounded),1/22/2021,77
B09I,12,6,-70.72,-40.74,belle,1/22/2021,72
B15AB,11,4,-66.03,51.06,amerw (grounded),1/22/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),1/22/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),1/22/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),1/22/2021,55
B37,8,3,-72.67,-111.62,amune,1/22/2021,24
B38,6,4,-77,-155.03,rosse (grounded),1/22/2021,24
B39,8,4,-65.62,52.4,amerw,1/22/2021,32
B40,6,5,-65.59,132.21,wilke (grounded),1/22/2021,30
B42,12,4,-72.79,-126.6,amunw (grounded),1/22/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),1/22/2021,42
B46,10,4,-72.56,-110.32,amune,1/22/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),1/22/2021,60
B50,15,6,-73.67,-138.19,amunw,1/22/2021,90
C15,12,8,-65.98,143.3,wilke,1/22/2021,96
C18B,19,4,-64.56,98.49,wilkw,1/22/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),1/22/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),1/22/2021,22
C29,5,5,-66.14,143.06,wilke,1/22/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),1/22/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),1/22/2021,27
C33,8,4,-65.16,128.19,wilke,1/22/2021,32
C35,7,5,-68.05,147.86,wilke,1/22/2021,35
C36,22,15,-67.91,147.54,wilke,1/22/2021,330
D15A,51,24,-66.65,81.92,amere (grounded),1/22/2021,1224
D15B,33,12,-66.99,81.57,amere (grounded),1/22/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),1/22/2021,171
D21B,10,4,-61.13,-33.52,belle,1/22/2021,40
D23,8,6,-69.43,74.66,amere (grounded),1/22/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),1/22/2021,38
D27,8,5,-67.71,78.39,amere,1/22/2021,40
D28,29,19,-65.34,53.4,amerw,1/22/2021,551
A23A,40,34,-75.73,-39.67,belle,1/29/2021,1360
A63,11,3,-71.62,-54.72,belle,1/29/2021,33
A64,13,9,-69.36,-60.69,belle,1/29/2021,117
A68A,36,13,-56.39,-35.9,belle,1/29/2021,468
A68D,7,2,-55.24,-34.93,belle,1/29/2021,14
A68E,33,8,-52.9,-35.79,belle,1/29/2021,264
A68G,29,10,-56.58,-35.71,belle,1/29/2021,290
A68H,11,5,-56.21,-35.54,belle,1/29/2021,55
A68I,19,3,-56.28,-35.5,belle,1/29/2021,57
A69A,10,9,-67.95,-61.08,belle,1/29/2021,90
A69B,10,7,-67.5,-61.09,belle,1/29/2021,70
A70,8,5,-72.45,-59.49,belle,1/29/2021,40
A71,8,3,-72.59,-59.48,belle,1/29/2021,24
A72,11,4,-69.56,-60.8,belle,1/29/2021,44
A73,9,5,-69.69,-60.51,belle,1/29/2021,45
B09B,24,8,-66.27,143.37,wilke,1/29/2021,192
B09G,11,7,-67.97,41.7,amerw (grounded),1/29/2021,77
B09I,12,6,-70.66,-41.36,belle,1/29/2021,72
B15AB,11,4,-66.03,51.06,amerw (grounded),1/29/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),1/29/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),1/29/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),1/29/2021,55
B37,8,3,-72.67,-111.61,amune,1/29/2021,24
B38,6,4,-77,-155.03,rosse (grounded),1/29/2021,24
B39,8,4,-65.68,50.85,amerw,1/29/2021,32
B40,6,5,-65.59,132.23,wilke (grounded),1/29/2021,30
B42,12,4,-72.8,-126.51,amunw (grounded),1/29/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),1/29/2021,42
B46,10,4,-72.64,-110.41,amune,1/29/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),1/29/2021,60
B50,15,6,-73.8,-139.64,amunw,1/29/2021,90
C15,12,8,-65.98,143.3,wilke,1/29/2021,96
C18B,19,4,-64.47,98.34,wilkw,1/29/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),1/29/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),1/29/2021,22
C29,5,5,-66.15,143.11,wilke,1/29/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),1/29/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),1/29/2021,27
C33,8,4,-65.18,127.56,wilke,1/29/2021,32
C35,7,5,-68.1,147.72,wilke,1/29/2021,35
C36,22,15,-67.92,147.54,wilke,1/29/2021,330
D15A,51,24,-66.65,81.92,amere (grounded),1/29/2021,1224
D15B,33,12,-66.99,81.57,amere (grounded),1/29/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),1/29/2021,171
D21B,10,4,-60.8,-33.42,belle,1/29/2021,40
D23,8,6,-69.43,74.66,amere (grounded),1/29/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),1/29/2021,38
D27,8,5,-67.7,78.32,amere,1/29/2021,40
D28,29,19,-65.52,52.19,amerw,1/29/2021,551
A23A,40,34,-75.72,-39.71,belle,02/05/2021,1360
A63,11,3,-71.67,-54.9,belle,02/05/2021,33
A64,13,9,-69.33,-60.69,belle,02/05/2021,117
A68A,36,10,-57.27,-34.47,belle,02/05/2021,360
A68E,26,7,-52.26,-37.64,belle,02/05/2021,182
A68G,29,4,-56.76,-35.32,belle,02/05/2021,116
A68H,11,5,-56.03,-35.74,belle,02/05/2021,55
A68I,19,3,-55.83,-35.27,belle,02/05/2021,57
A68J,20,5,-57.47,-34.47,belle,02/05/2021,100
A68K,10,2,-56.99,-35.18,belle,02/05/2021,20
A68L,13,2,-57.08,-34.34,belle,02/05/2021,26
A68M,26,6,-56.77,-35.13,belle,02/05/2021,156
A69A,10,9,-67.92,-61.1,belle,02/05/2021,90
A69B,10,7,-67.51,-61.12,belle,02/05/2021,70
A70,8,5,-72.48,-59.64,belle,02/05/2021,40
A71,8,3,-72.62,-59.58,belle,02/05/2021,24
A72,11,4,-69.52,-60.79,belle,02/05/2021,44
A73,9,5,-69.64,-60.36,belle,02/05/2021,45
B09B,24,8,-66.27,143.45,wilke,02/05/2021,192
B09G,11,7,-68.01,41.75,amerw (grounded),02/05/2021,77
B09I,12,6,-70.6,-41.91,belle,02/05/2021,72
B15AB,11,4,-66.03,51.06,amerw (grounded),02/05/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),02/05/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),02/05/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),02/05/2021,55
B37,8,3,-72.67,-111.61,amune,02/05/2021,24
B38,6,4,-77,-155.03,rosse (grounded),02/05/2021,24
B39,8,4,-65.93,50.14,amerw,02/05/2021,32
B40,6,5,-65.64,132.18,wilke (grounded),02/05/2021,30
B42,12,4,-72.79,-126.59,amunw (grounded),02/05/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),02/05/2021,42
B46,10,4,-72.63,-110.55,amune,02/05/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),02/05/2021,60
B50,15,6,-73.84,-140.51,amunw,02/05/2021,90
C15,12,8,-65.98,143.3,wilke,02/05/2021,96
C18B,19,4,-64.45,98.1,wilkw,02/05/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),02/05/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),02/05/2021,22
C29,5,5,-66.15,143.19,wilke,02/05/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),02/05/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),02/05/2021,27
C33,8,4,-65.31,127.22,wilke,02/05/2021,32
C35,7,5,-68.1,147.71,wilke,02/05/2021,35
C36,22,15,-67.93,147.52,wilke,02/05/2021,330
D15A,51,24,-66.65,81.92,amere (grounded),02/05/2021,1224
D15B,33,12,-66.99,81.57,amere (grounded),02/05/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),02/05/2021,171
D21B,10,4,-60.69,-32.97,belle,02/05/2021,40
D23,8,6,-69.43,74.66,amere (grounded),02/05/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),02/05/2021,38
D27,8,5,-67.72,78.31,amere,02/05/2021,40
D28,29,19,-65.55,51.61,amerw,02/05/2021,551
A23A,40,34,-75.7,-39.86,belle,02/12/2021,1360
A63,11,3,-71.69,-54.59,belle,02/12/2021,33
A64,13,9,-69.33,-60.54,belle,02/12/2021,117
A68A,30,10,-56.71,-34.29,belle,02/12/2021,300
A68E,14,4,-53.08,-37.97,belle,02/12/2021,56
A68G,27,3,-56.23,-36.15,belle,02/12/2021,81
A68H,11,4,-55.31,-34.46,belle,02/12/2021,44
A68I,13,2,-53.88,-35.49,belle,02/12/2021,26
A68J,20,3,-56.3,-33.73,belle,02/12/2021,60
A68K,10,2,-56.47,-35.99,belle,02/12/2021,20
A68L,7,2,-57,-33.55,belle,02/12/2021,14
A68M,20,4,-56.44,-36.21,belle,02/12/2021,80
A68N,15,2,-56.19,-35.91,belle,02/12/2021,30
A68O,11,2,-56.09,-35.76,belle,02/12/2021,22
A68P,15,2,-56.26,-33.67,belle,02/12/2021,30
A69A,10,9,-67.83,-60.96,belle,02/12/2021,90
A69B,10,7,-67.45,-61.03,belle,02/12/2021,70
A70,8,5,-72.51,-59.34,belle,02/12/2021,40
A71,8,3,-72.61,-59.54,belle,02/12/2021,24
A72,11,4,-69.54,-60.59,belle,02/12/2021,44
A73,9,5,-69.59,-59.98,belle,02/12/2021,45
B09B,24,8,-66.26,143.43,wilke,02/12/2021,192
B09G,11,7,-67.97,41.69,amerw (grounded),02/12/2021,77
B09I,12,6,-70.44,-42.21,belle,02/12/2021,72
B15AB,11,4,-66.03,51.08,amerw (grounded),02/12/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),02/12/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),02/12/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),02/12/2021,55
B37,8,3,-72.64,-111.66,amune,02/12/2021,24
B38,6,4,-77,-155.03,rosse (grounded),02/12/2021,24
B39,8,4,-66.44,48.74,amerw,02/12/2021,32
B40,6,5,-65.65,132.18,wilke (grounded),02/12/2021,30
B42,12,4,-72.73,-126.2,amunw (grounded),02/12/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),02/12/2021,42
B46,10,4,-72.6,-111.29,amune,02/12/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),02/12/2021,60
B50,15,6,-74.17,-140.17,amunw,02/12/2021,90
C15,12,8,-65.98,143.3,wilke,02/12/2021,96
C18B,19,4,-64.34,98,wilkw,02/12/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),02/12/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),02/12/2021,22
C29,5,5,-66.15,143.18,wilke,02/12/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),02/12/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),02/12/2021,27
C33,8,4,-65.39,126.68,wilke,02/12/2021,32
C35,7,5,-68.08,147.79,wilke,02/12/2021,35
C36,22,15,-67.94,147.49,wilke,02/12/2021,330
D15A,51,24,-66.65,81.92,amere (grounded),02/12/2021,1224
D15B,33,12,-66.99,81.57,amere (grounded),02/12/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),02/12/2021,171
D21B,10,4,-60.83,-31.97,belle,02/12/2021,40
D23,8,6,-69.43,74.66,amere (grounded),02/12/2021,48
